NO_MUNICIPIO,IN_SALA_DIRETORIA_1,IN_INTERNET_1,IN_REDES_SOCIAIS_1,IN_NOTURNO_1,IN_EJA_1,IN_SECRETARIA_1,IN_EQUIP_LOUSA_DIGITAL_1,IN_SALA_PROFESSOR_1,IN_AREA_VERDE_1,IN_REFEITORIO_1,IN_ORGAO_ASS_PAIS_1,IN_ORGAO_ASS_PAIS_MESTRES_1,IN_ORGAO_CONSELHO_ESCOLAR_1,IN_ORGAO_GREMIO_ESTUDANTIL_1,IN_BIBLIOTECA_1,IN_QUADRA_ESPORTES_1,ANO_LETIVO_1,Alunos_Turma_1,COMUNIDADE_1,ACESSIBILIDADE_1,Material_Ped_1,Equipamento_Inform_1,Lab_Inform_1,Atividades_complementares_1,Espacos_1,IN_BANHEIRO_CHUVEIRO_1,Equip_1,QT_SALAS_UTILIZADAS_1,QT_EQUIP_LOUSA_DIGITAL_1,QT_PROF_ADMINISTRATIVOS_1,QT_PROF_SERVICOS_GERAIS_1,QT_PROF_BIBLIOTECARIO_1,QT_PROF_COORDENADOR_1,QT_PROF_NUTRICIONISTA_1,QT_PROF_ALIMENTACAO_1,QT_PROF_MONITORES_1,QT_MAT_BAS_1,QT_MAT_EJA_1,QT_MAT_BAS_0_3_1,QT_MAT_BAS_4_5_1,QT_MAT_BAS_6_10_1,QT_MAT_BAS_11_14_1,QT_MAT_BAS_15_17_1,QT_MAT_BAS_18_MAIS_1,QT_DOC_BAS_1,QT_TUR_BAS_1,nEscolas,Homicidios,Furto,QT_EQ_MULTIMIDIA,QT_EQUIP_INFORMATICA,QT_PROF_SUPORTE,densidade_demografica,populacao_estimada,salario_medio_mensal_trabalhadores_formais,perc_pop_rend_per_capta_meio_sm,tx_escolarizacao_16_14,IDEB_anos_iniciais_ef,IDEB_anos_finais_ef,idhm,pib_per_capta,mortalidade_infantil,esgotamento_sanitario_adequado,sus_hab,perc_populacao_exposta_risco,escolas_hab,homicidios_hab,furtos_hab,NU_TAXA_APROVACAO_1,NU_TAXA_REPROVACAO_1,NU_TAXA_ABANDONO_1
Manduri,0.8,0.6,0.0,0.0,0.0,0.6,0.4,0.6,0.0,1.0,0.0,0.4,1.0,0.0,0.0,0.4,325.4,14.7571428571429,0.2,0.6,7.4,0.8,0.6,0.6,2.8,0.2,6.0,8.6,0.4,4.8,5.6,0.4,0.0,0.8,1.4,0.8,178.4,0.0,23.8,37.0,112.6,5.0,0.0,0.0,17.4,10.2,5,3,26,7.2,10.8,1.4,39.26,9972,1.8,0.29600000000000004,0.9890000000000001,6.0,5.2,0.7390000000000001,22714.0,,0.9279999999999999,50.14039310068191,0.0,50.14039310068191,30.084235860409144,260.73004412354595,0.877,0.027000000000000003,0.096
Marabá Paulista,0.75,0.5,0.0,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.0,1.0,1.0,0.25,0.0,0.25,318.5,13.1429924242424,0.0,0.25,2.25,0.5,0.0,0.5,3.25,0.0,6.75,5.75,0.25,2.75,4.25,0.0,0.25,0.75,1.25,0.0,102.5,3.5,11.75,20.75,61.25,5.0,0.25,3.5,7.75,7.25,4,0,42,4.75,2.25,0.5,5.24,6039,2.4,0.522,0.99,6.4,5.4,0.677,17957.64,26.32,0.5660000000000001,33.11806590495115,0.0,66.2361318099023,0.0,695.4793840039741,0.935,0.011000000000000001,0.054000000000000006
Maracaí,0.875,0.625,0.5,0.0,0.0,0.875,0.0,0.875,0.0,0.375,2.375,3.0,2.875,2.25,0.125,0.375,316.125,15.4306827683186,0.375,0.125,3.625,0.625,0.625,0.125,3.25,0.25,5.25,8.875,0.0,0.25,4.125,0.125,0.0,0.0,0.25,1.25,163.0,0.0,28.5,38.875,95.0,0.5,0.125,0.0,15.75,9.125,8,0,64,5.75,11.5,1.125,24.97,14069,2.1,0.324,0.983,6.3,5.7,0.7709999999999999,28270.2,11.9,0.865,49.754780012794086,0.0,56.862605728907525,0.0,454.9008458312602,0.940984126984127,0.0346984126984127,0.0243174603174603
Marapoama,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.5,319.5,14.6,0.5,0.0,2.5,1.0,0.5,0.5,2.5,0.5,7.5,11.5,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,146.0,0.0,38.5,26.5,79.5,1.5,0.0,0.0,4.0,10.0,2,0,17,4.5,8.0,0.5,23.66,3097,2.0,0.263,0.9940000000000001,7.8,5.5,0.752,57888.43,27.03,0.8420000000000001,32.28931223764934,0.0,64.57862447529868,0.0,548.9183080400387,0.915,0.049,0.036000000000000004
Marília,1.0,0.982456140350877,0.0526315789473684,0.0350877192982456,0.0350877192982456,0.7894736842105259,0.12280701754386,0.964912280701754,0.228070175438596,0.982456140350877,0.0,1.0,0.964912280701754,0.33333333333333304,0.0,0.7719298245614029,311.0,20.802038951654502,0.0,0.7543859649122809,5.75438596491228,0.456140350877193,0.368421052631579,0.7719298245614029,3.71929824561404,0.614035087719298,5.7192982456140395,9.508771929824562,0.12280701754385964,0.3157894736842105,4.807017543859649,0.0,1.087719298245614,0.0,3.3157894736842106,0.3157894736842105,311.9122807017544,1.3859649122807018,88.85964912280701,81.08771929824562,138.17543859649123,2.4210526315789473,0.0,1.368421052631579,18.07017543859649,14.31578947368421,57,11,2087,8.298245614035087,7.43859649122807,1.4035087719298245,185.21,242249,2.6,0.311,0.978,7.2,5.4,0.7979999999999999,35098.66,12.28,0.968,27.65749291018745,0.04746768820511127,23.529508893741564,4.540782418090477,861.5102642322569,0.962062385321101,0.0374752293577982,0.000462385321100918
Marinópolis,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,321.0,12.5714285714286,0.0,1.0,4.0,1.0,1.0,1.0,3.0,0.0,7.0,11.0,0.0,2.0,7.0,1.0,0.0,1.0,2.0,0.0,176.0,0.0,39.0,45.0,90.0,2.0,0.0,0.0,9.0,14.0,1,0,8,17.0,15.0,2.0,27.15,2101,2.1,0.311,0.976,8.0,5.8,0.731,17879.4,,0.847,47.596382674916704,0.0,47.596382674916704,0.0,380.77106139933363,1.0,0.0,0.0
Martinópolis,0.6363636363636359,1.0,0.272727272727273,0.0909090909090909,0.0909090909090909,1.0,0.0,0.7272727272727271,0.272727272727273,0.545454545454545,0.0,0.7272727272727271,0.545454545454545,0.0909090909090909,0.0909090909090909,0.545454545454545,315.63636363636397,16.2837117428026,0.272727272727273,0.7272727272727271,5.0,0.545454545454545,0.45454545454545503,0.45454545454545503,3.2727272727272703,0.0909090909090909,6.545454545454549,8.636363636363637,0.0,0.6363636363636364,3.272727272727273,0.36363636363636365,0.18181818181818182,0.09090909090909091,2.0,0.5454545454545454,210.8181818181818,1.0,32.45454545454545,44.09090909090909,115.54545454545455,16.90909090909091,0.8181818181818182,1.0,15.818181818181818,11.090909090909092,11,0,147,8.181818181818182,7.090909090909091,1.0,19.33,26791,2.1,0.376,0.981,7.2,5.2,0.721,18294.11,3.61,0.894,37.32596767571199,0.0,41.058564443283196,0.0,548.6917248329663,0.8777107438016529,0.11954132231405001,0.00274793388429752
Matão,1.0,0.961538461538462,0.23076923076923103,0.0769230769230769,0.0384615384615385,0.19230769230769199,0.19230769230769199,0.34615384615384603,0.6923076923076921,1.0,0.0384615384615385,0.961538461538462,0.23076923076923103,0.19230769230769199,0.19230769230769199,0.19230769230769199,304.0,18.7176700318231,0.23076923076923103,0.7307692307692311,6.576923076923079,0.5,0.19230769230769199,0.19230769230769199,3.07692307692308,0.7307692307692311,5.96153846153846,8.153846153846153,0.2692307692307692,7.461538461538462,3.3846153846153846,0.15384615384615385,0.5384615384615384,0.038461538461538464,1.8461538461538463,0.038461538461538464,231.07692307692307,3.5384615384615383,51.80769230769231,64.23076923076923,51.53846153846154,46.03846153846154,12.538461538461538,4.923076923076923,13.153846153846153,11.153846153846153,26,3,515,9.538461538461538,4.5,0.4230769230769231,146.3,84069,2.4,0.337,0.977,6.8,5.6,0.773,47615.93,8.03,0.986,19.031985630850848,0.0,30.92697665013263,3.568497305784534,612.5920374930117,0.970148846960168,0.0285303983228512,0.00132075471698113
Mauá,0.6363636363636359,0.7272727272727271,0.36363636363636404,0.22727272727272702,0.22727272727272702,0.8409090909090909,0.0,0.7272727272727271,0.0,0.818181818181818,0.0454545454545455,0.9772727272727271,1.0,0.0227272727272727,0.136363636363636,0.272727272727273,317.681818181818,23.113577834232803,0.0909090909090909,0.818181818181818,6.93181818181818,0.9090909090909091,0.590909090909091,0.15909090909090898,2.6363636363636402,0.15909090909090898,5.63636363636364,11.681818181818182,0.0,2.0,4.363636363636363,0.1590909090909091,1.0454545454545454,0.0,4.5227272727272725,5.113636363636363,430.25,33.34090909090909,148.72727272727272,189.72727272727272,49.18181818181818,8.636363636363637,3.0,30.977272727272727,20.045454545454547,17.977272727272727,44,35,2373,17.954545454545453,8.522727272727273,0.22727272727272727,6741.41,481725,3.1,0.35100000000000003,0.9740000000000001,6.7,5.3,0.7659999999999999,34430.52,9.57,0.907,6.227619492449011,0.07572370128185169,9.13384192225855,7.265556074523847,492.6047018527168,0.889202106318957,0.10529287863590801,0.00550501504513541
Mendonça,1.0,1.0,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.666666666666667,0.0,0.666666666666667,0.0,0.666666666666667,6.0,6.33333333333333,6.33333333333333,6.0,0.0,0.33333333333333304,343.0,17.8531746031746,0.33333333333333304,0.33333333333333304,5.33333333333333,0.33333333333333304,0.33333333333333304,0.666666666666667,2.6666666666666696,0.666666666666667,6.33333333333333,10.666666666666666,0.0,0.6666666666666666,2.3333333333333335,0.0,1.0,0.0,1.3333333333333333,0.0,224.33333333333334,3.6666666666666665,48.333333333333336,44.333333333333336,120.0,8.0,0.3333333333333333,3.3333333333333335,15.0,12.333333333333334,3,0,64,8.333333333333334,6.333333333333333,0.3333333333333333,23.79,5638,2.7,0.273,0.981,7.2,5.8,0.7440000000000001,32438.03,,0.8270000000000001,17.7367860943597,0.0,53.2103582830791,0.0,1135.1543100390209,0.8859999999999999,0.109,0.005
Meridiano,1.0,1.0,0.33333333333333304,0.33333333333333304,0.33333333333333304,1.0,0.666666666666667,1.0,0.0,0.666666666666667,0.0,0.666666666666667,0.33333333333333304,0.33333333333333304,0.0,0.33333333333333304,314.0,17.325641025641,0.0,0.33333333333333304,5.66666666666667,1.0,0.666666666666667,0.0,4.33333333333333,0.33333333333333304,7.33333333333333,9.666666666666666,1.0,0.6666666666666666,12.0,0.3333333333333333,0.6666666666666666,0.0,3.0,0.0,185.66666666666666,4.0,41.666666666666664,45.666666666666664,92.33333333333333,2.0,0.0,4.0,23.333333333333332,10.0,3,0,17,16.0,14.333333333333334,1.3333333333333333,16.82,3813,3.3,0.282,0.985,7.1,6.1,0.731,60692.11,,0.868,52.45213742460005,0.0,78.67820613690007,0.0,445.8431681091004,0.9520000000000001,0.048,0.0
Miguelópolis,0.6,1.0,0.5,0.1,0.1,1.0,0.0,0.8,0.3,0.3,0.0,0.9,0.8,0.1,0.1,0.3,315.4,19.1240705931495,0.3,0.2,3.5,0.2,0.1,0.5,3.2,0.3,6.2,8.9,0.0,2.2,2.6,0.2,1.2,0.0,1.9,1.2,287.4,12.1,22.6,38.4,111.2,97.8,10.7,6.7,13.2,12.5,10,5,230,5.4,0.2,1.5,24.88,22480,2.1,0.33399999999999996,0.986,5.7,4.4,0.741,46740.36,,0.938,48.93238434163701,0.0,44.48398576512456,22.24199288256228,1023.1316725978647,0.975,0.011000000000000001,0.013999999999999999
Mira Estrela,1.0,0.666666666666667,0.0,0.0,0.0,0.33333333333333304,0.0,1.0,0.33333333333333304,1.0,3.0,3.3333333333333304,3.3333333333333304,3.3333333333333304,0.33333333333333304,0.666666666666667,318.0,17.318518518518502,0.33333333333333304,1.0,6.0,0.666666666666667,0.0,0.33333333333333304,3.3333333333333304,0.33333333333333304,6.66666666666667,5.333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,1.3333333333333333,0.0,105.33333333333333,0.0,26.333333333333332,24.0,51.666666666666664,3.3333333333333335,0.0,0.0,23.0,6.0,3,0,32,7.333333333333333,3.6666666666666665,0.6666666666666666,13.01,3125,2.0,0.302,0.972,6.6,6.2,0.743,21848.8,,0.78,32.0,0.0,96.0,0.0,1024.0,0.963,0.037000000000000005,0.0
Miracatu,0.368421052631579,0.421052631578947,0.0,0.0526315789473684,0.0526315789473684,0.6842105263157889,0.0,0.6842105263157889,0.0,0.526315789473684,1.89473684210526,2.15789473684211,2.3157894736842097,1.89473684210526,0.0,0.315789473684211,329.421052631579,16.3195135274083,0.0526315789473684,0.842105263157895,2.15789473684211,0.0526315789473684,0.10526315789473699,0.263157894736842,1.73684210526316,0.0,3.7368421052631597,4.7368421052631575,0.0,0.631578947368421,1.368421052631579,0.0,3.0,0.0,1.263157894736842,0.0,121.21052631578948,0.8421052631578947,12.473684210526315,30.736842105263158,72.73684210526316,4.315789473684211,0.0,0.9473684210526315,18.36842105263158,6.631578947368421,19,3,274,5.526315789473684,1.0526315789473684,0.42105263157894735,20.56,19511,2.0,0.41,0.971,6.2,5.3,0.6970000000000001,20952.66,3.69,0.589,30.751883552867614,0.031981958894982315,97.38096458408077,15.375941776433807,1404.3360155809544,0.931333333333333,0.0616122448979592,0.00705442176870748
Mirandópolis,0.5625,0.125,0.125,0.0625,0.0625,0.375,0.0,0.5625,0.0,0.25,1.75,2.0625,1.875,1.8125,0.0,0.25,317.75,13.235085978836,0.0625,0.25,2.9375,0.1875,0.1875,0.375,2.1875,0.125,3.9375,6.1875,0.0,0.6875,4.25,0.0,0.375,0.0,1.0625,0.3125,121.5625,0.5625,14.3125,30.0625,72.9375,3.5625,0.125,0.5625,14.75,7.0625,16,3,198,5.125,2.8125,0.4375,29.91,29844,2.4,0.385,0.9790000000000001,6.3,5.4,0.7509999999999999,20746.21,8.7,0.855,16.753786355716393,0.0,53.61211633829245,10.052271813429835,663.4499396863691,0.979909090909091,0.0192181818181818,0.0008727272727272731
Mirante do Paranapanema,0.444444444444444,0.8888888888888891,0.555555555555556,0.0,0.0,0.8888888888888891,0.0,0.444444444444444,0.0,0.666666666666667,0.0,1.0,1.0,0.0,0.0,0.222222222222222,319.0,19.485569985570002,0.555555555555556,0.666666666666667,3.77777777777778,0.222222222222222,0.111111111111111,0.7777777777777779,2.44444444444444,0.222222222222222,4.2222222222222205,6.333333333333333,0.0,1.0,3.888888888888889,0.5555555555555556,0.0,0.0,2.7777777777777777,0.0,150.55555555555554,0.0,32.333333333333336,44.0,71.44444444444444,2.6666666666666665,0.1111111111111111,0.0,18.11111111111111,7.666666666666667,9,0,223,4.888888888888889,1.7777777777777777,0.5555555555555556,13.77,18415,2.6,0.38299999999999995,0.988,6.8,5.0,0.7240000000000001,20114.52,30.67,0.446,54.30355688297583,0.0,48.87320119467825,0.0,1210.969318490361,0.9418287671232879,0.0410616438356164,0.0171095890410959
Mirassol,0.823529411764706,0.23529411764705901,0.17647058823529396,0.0588235294117647,0.0588235294117647,0.588235294117647,0.0,0.7647058823529409,0.0,0.3529411764705879,1.5882352941176499,2.35294117647059,1.8235294117647098,1.5882352941176499,0.11764705882352902,0.23529411764705901,309.588235294118,20.2859039272275,0.0588235294117647,0.0,4.94117647058824,0.47058823529411803,0.529411764705882,0.588235294117647,3.6470588235294104,0.23529411764705901,6.23529411764706,11.176470588235293,0.0,0.47058823529411764,3.8823529411764706,0.058823529411764705,0.23529411764705882,0.0,2.0,0.0,293.11764705882354,1.7058823529411764,57.529411764705884,67.3529411764706,160.2941176470588,6.176470588235294,0.17647058823529413,1.588235294117647,21.88235294117647,13.294117647058824,17,7,456,14.470588235294118,4.705882352941177,0.4117647058823529,221.1,60768,2.4,0.289,0.935,7.0,5.6,0.762,32141.8,6.56,0.977,21.3928383359663,0.0,27.975250131648234,11.519220642443392,750.3949447077409,0.905933901918976,0.0682089552238806,0.0258571428571429
Mococa,0.96,0.88,0.4,0.04,0.04,0.88,0.0,0.72,0.12,0.64,0.0,0.96,0.92,0.08,0.28,0.28,324.0,17.0386522596114,0.36,0.04,4.44,0.28,0.24,0.36,3.28,0.08,4.36,6.68,0.0,0.76,3.6,0.24,0.76,0.0,2.64,0.0,208.6,0.92,48.16,56.56,71.8,19.76,8.52,3.8,24.4,10.72,25,1,586,3.68,3.44,1.04,77.55,69072,2.2,0.336,0.9890000000000001,6.2,5.3,0.762,31325.49,2.89,0.9279999999999999,20.268705119295806,0.0,36.1941162844568,1.447764651378272,848.3900857076674,0.92000414078675,0.0644948240165631,0.0155010351966874
Mogi das Cruzes,0.9724770642201841,0.963302752293578,0.44036697247706397,0.0275229357798165,0.0275229357798165,0.798165137614679,0.0275229357798165,0.871559633027523,0.100917431192661,0.6238532110091739,0.339449541284404,1.28440366972477,1.2385321100917401,0.330275229357798,0.155963302752294,0.31192660550458695,315.02752293578,24.384042670643602,0.256880733944954,0.31192660550458695,7.32110091743119,0.990825688073395,0.44036697247706397,0.5688073394495411,3.53211009174312,0.29357798165137605,6.8348623853211,7.458715596330276,0.027522935779816515,1.3211009174311927,4.908256880733945,0.44954128440366975,0.22935779816513763,0.0,3.3394495412844036,0.6330275229357798,319.908256880734,3.0825688073394497,13.422018348623853,60.71559633027523,226.72477064220183,15.577981651376147,0.6972477064220184,2.770642201834862,16.587155963302752,12.302752293577981,109,21,3186,13.009174311926605,19.03669724770642,0.7981651376146789,544.12,455587,2.6,0.336,0.977,6.8,5.0,0.7829999999999999,36381.52,10.19,0.855,9.438372912308736,0.0,23.925177847480285,4.60943793391822,699.3175836887357,0.9163610038610039,0.0659140926640927,0.0177249034749035
Mogi Guaçu,0.455882352941176,0.544117647058823,0.191176470588235,0.0294117647058824,0.0147058823529412,0.514705882352941,0.0735294117647059,0.38235294117647106,0.75,0.7058823529411771,0.0147058823529412,0.941176470588235,0.23529411764705901,0.0,0.0441176470588235,0.36764705882352894,316.382352941176,21.0123910193592,0.0735294117647059,0.20588235294117604,4.32352941176471,0.3529411764705879,0.308823529411765,0.3529411764705879,3.25,0.23529411764705901,4.45588235294118,7.5,0.08823529411764706,0.8970588235294118,2.911764705882353,0.04411764705882353,0.6176470588235294,0.0,2.1029411764705883,0.17647058823529413,237.66176470588235,0.6470588235294118,16.220588235294116,46.220588235294116,113.86764705882354,51.220588235294116,8.941176470588236,1.1911764705882353,19.602941176470587,10.470588235294118,68,9,1649,6.264705882352941,4.455882352941177,1.2794117647058822,168.99,154146,2.7,0.322,0.9790000000000001,7.0,5.6,0.774,37802.36,5.56,0.9620000000000001,18.164597200057088,0.0,44.11402177156722,5.838620528589779,1069.765027960505,0.9217218543046359,0.0686,0.009678145695364241
Mogi Mirim,0.6111111111111109,0.7777777777777779,0.527777777777778,0.0277777777777778,0.0833333333333333,0.8611111111111109,0.444444444444444,0.7777777777777779,0.138888888888889,0.75,1.80555555555556,2.36111111111111,2.1388888888888897,1.80555555555556,0.0555555555555556,0.305555555555556,316.0,16.2859372680001,0.222222222222222,0.277777777777778,5.16666666666667,0.555555555555556,0.527777777777778,0.7222222222222221,3.61111111111111,0.472222222222222,5.52777777777778,9.75,0.4444444444444444,0.75,2.888888888888889,0.0,1.3333333333333333,0.0,2.5277777777777777,0.0,247.72222222222223,1.1388888888888888,44.30555555555556,47.47222222222222,121.22222222222223,31.555555555555557,2.0555555555555554,1.1111111111111112,16.5,15.166666666666666,36,12,864,8.833333333333334,8.416666666666666,1.8888888888888888,173.77,94098,2.8,0.306,0.9740000000000001,6.6,5.1,0.784,50482.71,6.36,0.95,25.505324236434355,0.0,38.257986354651536,12.752662118217177,918.1916725116369,0.9385120643431641,0.0528632707774799,0.00862466487935657
Monções,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,342.5,17.5,0.0,0.0,5.0,0.5,0.0,0.5,2.5,0.0,8.0,6.0,0.0,1.0,3.5,0.0,0.5,1.0,1.0,0.0,88.0,0.0,34.5,23.5,30.0,0.0,0.0,0.0,17.5,5.0,2,0,16,7.5,9.5,0.0,20.45,2274,2.4,0.281,1.0,7.2,5.4,0.772,24184.29,,0.8340000000000001,87.95074758135443,0.0,87.95074758135443,0.0,703.6059806508355,1.0,0.0,0.0
Mongaguá,0.8947368421052628,0.631578947368421,0.0263157894736842,0.0526315789473684,0.0526315789473684,0.526315789473684,0.0,0.657894736842105,0.0526315789473684,0.315789473684211,1.7105263157894701,2.3947368421052597,2.28947368421053,1.6578947368421102,0.10526315789473699,0.34210526315789497,329.973684210526,23.37376671825,0.18421052631578896,0.157894736842105,3.31578947368421,0.157894736842105,0.21052631578947398,0.5,2.47368421052632,0.131578947368421,3.65789473684211,7.105263157894737,0.0,0.47368421052631576,1.4736842105263157,0.02631578947368421,0.5789473684210527,0.02631578947368421,1.0789473684210527,0.07894736842105263,274.7894736842105,7.184210526315789,23.605263157894736,37.31578947368421,107.21052631578948,90.94736842105263,10.5,5.2105263157894735,18.18421052631579,11.026315789473685,38,3,1732,3.1052631578947367,0.8947368421052632,0.9736842105263158,326.0,58567,2.3,0.386,0.983,6.0,5.1,0.754,19676.56,13.33,0.8540000000000001,18.781907900353442,0.0,64.88295456485734,5.1223385182782115,2957.296771219287,0.9783225806451609,0.0216774193548387,0.0
Monte Alegre do Sul,0.5,1.0,0.0,0.166666666666667,0.166666666666667,0.666666666666667,0.0,0.666666666666667,0.0,0.33333333333333304,0.0,0.666666666666667,0.666666666666667,0.0,0.0,0.33333333333333304,317.0,16.6690821256039,0.166666666666667,0.0,4.83333333333333,0.833333333333333,0.5,0.33333333333333304,2.8333333333333304,0.0,5.5,6.0,0.0,0.3333333333333333,2.6666666666666665,0.0,0.6666666666666666,0.8333333333333334,1.6666666666666667,0.3333333333333333,193.5,4.833333333333333,26.5,25.833333333333332,66.83333333333333,60.666666666666664,12.666666666666666,1.0,28.0,10.0,6,0,45,6.833333333333333,7.333333333333333,1.3333333333333333,64.84,8181,2.7,0.265,0.983,6.3,5.6,0.759,23939.32,,0.606,61.11722283339445,0.0,73.34066740007334,0.0,550.05500550055,0.922,0.067,0.011000000000000001
Monte Alto,0.818181818181818,0.954545454545455,0.45454545454545503,0.0,0.0,0.954545454545455,0.0454545454545455,0.681818181818182,0.31818181818181795,0.5,0.0909090909090909,0.545454545454545,0.590909090909091,0.22727272727272702,0.0,0.409090909090909,323.045454545455,17.7606126762475,0.272727272727273,0.272727272727273,3.95454545454545,0.5,0.409090909090909,0.7272727272727271,3.09090909090909,0.18181818181818202,5.954545454545451,9.045454545454545,0.045454545454545456,0.5,3.6363636363636362,0.0,1.1818181818181819,0.0,0.4090909090909091,0.22727272727272727,207.77272727272728,0.0,44.59090909090909,42.27272727272727,86.54545454545455,33.27272727272727,1.0454545454545454,0.045454545454545456,17.40909090909091,10.636363636363637,22,1,654,12.636363636363637,6.409090909090909,1.4545454545454546,134.61,51039,2.5,0.273,0.986,6.4,5.4,0.768,38301.77,12.85,0.953,29.389290542526304,0.0,43.10429279570525,1.9592860361684201,1281.3730676541468,0.932355311355311,0.0476630036630037,0.019981684981685
Monte Aprazível,0.923076923076923,0.615384615384615,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.6923076923076921,0.0769230769230769,0.6923076923076921,0.0,0.538461538461538,3.92307692307692,3.61538461538462,4.0,3.5384615384615397,0.46153846153846206,0.538461538461538,317.307692307692,20.7816116387383,0.153846153846154,0.153846153846154,4.92307692307692,0.307692307692308,0.23076923076923103,0.153846153846154,2.23076923076923,0.0769230769230769,5.46153846153846,8.076923076923077,0.07692307692307693,0.46153846153846156,3.1538461538461537,0.0,0.3076923076923077,0.5384615384615384,1.6923076923076923,1.1538461538461537,198.69230769230768,3.0,29.0,24.076923076923077,80.6923076923077,57.30769230769231,4.538461538461538,3.076923076923077,15.076923076923077,8.923076923076923,13,1,178,6.769230769230769,7.153846153846154,4.615384615384615,43.76,25651,2.4,0.272,0.988,6.9,5.4,0.785,24340.2,3.83,0.897,54.57876885891388,0.0,50.68028536899146,3.89848348992242,693.9300612061908,0.964087378640777,0.0328543689320388,0.00305825242718447
Monte Azul Paulista,0.7,1.0,0.7,0.2,0.2,0.9,0.0,0.8,0.5,1.0,0.0,0.7,0.9,0.0,0.0,0.4,321.5,15.466202380952401,0.3,0.9,5.4,0.5,0.5,1.0,3.3,0.8,6.3,16.9,0.0,0.9,3.3,0.0,0.8,0.0,0.8,0.0,200.1,4.9,31.9,33.0,85.2,43.3,2.3,4.4,13.6,10.9,10,1,133,7.9,8.7,2.1,71.86,18928,2.2,0.292,0.986,7.0,5.3,0.753,29747.43,15.0,0.924,47.548605240912934,0.0,52.83178360101437,5.283178360101437,702.6627218934912,0.9610639534883721,0.0145697674418605,0.0243662790697674
Monte Mor,0.967741935483871,0.9032258064516129,0.32258064516129,0.0645161290322581,0.0645161290322581,0.806451612903226,0.6129032258064521,0.8387096774193549,0.0,0.548387096774194,0.32258064516129,1.2258064516129,1.12903225806452,0.419354838709677,0.161290322580645,0.387096774193548,323.354838709677,23.2078503398001,0.193548387096774,0.22580645161290303,4.38709677419355,0.32258064516129,0.193548387096774,0.161290322580645,3.0,0.22580645161290303,4.61290322580645,9.35483870967742,3.2580645161290325,1.0,3.193548387096774,0.0,0.6129032258064516,0.03225806451612903,2.935483870967742,0.0,360.0967741935484,8.419354838709678,52.54838709677419,59.54838709677419,151.5483870967742,79.70967741935483,10.258064516129032,6.483870967741935,25.64516129032258,14.483870967741936,31,6,378,6.032258064516129,1.7096774193548387,1.4838709677419355,203.61,61707,3.3,0.34700000000000003,0.972,6.6,5.4,0.733,58111.83,9.38,0.68,25.928986986889655,0.04505161488972078,50.23741228709871,9.72337012008362,612.5723175652681,0.979406060606061,0.0138909090909091,0.0067030303030303
Morro Agudo,1.0,1.0,0.5,0.111111111111111,0.0555555555555556,1.0,0.0,0.7777777777777779,0.0555555555555556,0.666666666666667,0.5,1.44444444444444,1.44444444444444,0.6111111111111109,0.5,0.444444444444444,308.888888888889,18.5785837734338,0.166666666666667,0.666666666666667,4.16666666666667,0.38888888888888895,0.33333333333333304,0.0555555555555556,3.3333333333333304,0.33333333333333304,5.77777777777778,9.944444444444445,0.0,1.2222222222222223,3.388888888888889,0.05555555555555555,0.7222222222222222,0.0,1.0,3.0555555555555554,254.16666666666666,10.166666666666666,31.944444444444443,39.333333333333336,101.33333333333333,50.55555555555556,22.444444444444443,8.555555555555555,19.88888888888889,12.222222222222221,18,4,279,5.666666666666667,9.88888888888889,1.0,20.97,33598,2.3,0.35100000000000003,0.9590000000000001,6.2,4.6,0.7120000000000001,28758.44,2.87,0.9540000000000001,20.834573486517055,0.0,53.57461753675814,11.90547056372403,830.4065718197512,0.933144230769231,0.0608653846153846,0.0059903846153846205
Narandiba,0.8,1.0,1.0,0.0,0.0,1.0,0.6,0.8,0.4,1.0,0.0,0.6,0.8,0.0,0.0,0.2,323.2,19.8620588235294,1.0,0.6,5.0,0.4,0.4,0.4,3.2,0.0,5.4,7.0,0.8,1.8,5.6,0.4,1.8,0.0,2.0,0.0,207.6,0.0,36.8,35.6,80.6,51.2,3.4,0.0,21.6,9.8,5,1,51,6.6,14.8,1.6,11.98,4950,2.9,0.35100000000000003,0.9890000000000001,6.4,4.6,0.718,31207.78,13.7,0.713,80.8080808080808,0.0,101.01010101010101,20.2020202020202,1030.3030303030303,0.935,0.03,0.035
