NO_MUNICIPIO,IN_SALA_DIRETORIA_1,IN_INTERNET_1,IN_REDES_SOCIAIS_1,IN_EJA_1,IN_SECRETARIA_1,IN_EQUIP_LOUSA_DIGITAL_1,IN_SALA_PROFESSOR_1,IN_AREA_VERDE_1,IN_REFEITORIO_1,IN_ORGAO_ASS_PAIS_1,IN_BIBLIOTECA_1,IN_QUADRA_ESPORTES_1,ANO_LETIVO_1,Alunos_Turma_1,COMUNIDADE_1,ACESSIBILIDADE_1,Material_Ped_1,Equipamento_Inform_1,Lab_Inform_1,Atividades_complementares_1,Espacos_1,IN_BANHEIRO_CHUVEIRO_1,Equip_1,QT_SALAS_UTILIZADAS_1,QT_EQUIP_LOUSA_DIGITAL_1,QT_PROF_ADMINISTRATIVOS_1,QT_PROF_SERVICOS_GERAIS_1,QT_PROF_BIBLIOTECARIO_1,QT_PROF_COORDENADOR_1,QT_PROF_NUTRICIONISTA_1,QT_PROF_ALIMENTACAO_1,QT_PROF_MONITORES_1,QT_MAT_BAS_1,QT_MAT_EJA_1,QT_MAT_BAS_0_3_1,QT_MAT_BAS_4_5_1,QT_MAT_BAS_6_10_1,QT_MAT_BAS_11_14_1,QT_MAT_BAS_15_17_1,QT_DOC_BAS_1,nEscolas,QT_EQ_MULTIMIDIA,QT_EQUIP_INFORMATICA,QT_PROF_SUPORTE,densidade_demografica,populacao_estimada,salario_medio_mensal_trabalhadores_formais,perc_pop_rend_per_capta_meio_sm,tx_escolarizacao_16_14,IDEB_anos_iniciais_ef,IDEB_anos_finais_ef,idhm,pib_per_capta,esgotamento_sanitario_adequado,sus_hab,perc_populacao_exposta_risco,escolas_hab,homicidios_hab,furtos_hab,NU_TAXA_REPROVACAO_1,NU_TAXA_ABANDONO_1
Catanduva,0.8285714285714291,0.857142857142857,0.11428571428571402,0.0285714285714286,0.7142857142857142,0.2,0.6571428571428571,0.0571428571428571,0.5428571428571429,0.15555555555555556,0.0571428571428571,0.42857142857142894,0.5652173913043478,0.49993663974121527,0.14285714285714302,0.17142857142857096,0.6392857142857137,0.5714285714285711,0.4857142857142861,0.42857142857142894,0.6444444444444444,0.314285714285714,0.5647907647907657,0.25482604421144456,0.018617021276595747,0.04472049689440994,0.17460317460317462,0.011428571428571427,0.07083333333333333,0.028571428571428567,0.17857142857142858,0.023896103896103898,0.2426729382171874,0.06197226710797976,0.24884271041236014,0.18550597088806664,0.2608429614805418,0.13064758900584833,0.03133085222336441,0.18315018315018314,0.022442244224422443,0.4170253125194353,0.1264035575319622,0.11020408163265306,0.010480057670465988,0.009840236929851242,0.37499999999999994,0.15561224489795925,0.8707482993197277,0.5294117647058822,0.6296296296296297,0.6547085201793723,0.06342847151379837,0.9874125874125872,0.19629964604169714,0.0,0.14628423320213874,0.029813831083386137,0.12693691817599925,0.1989607997895293,0.026350637823976977
Cedral,1.0,1.0,0.0,0.0,0.666666666666667,0.11626596370403613,1.0,0.0,0.33333333333333304,0.0,0.0,0.33333333333333304,0.5555555555555556,0.49993663974121527,0.0,1.0,0.8333333333333337,0.666666666666667,0.33333333333333304,0.666666666666667,0.629629629629629,0.666666666666667,0.562289562289563,0.25482604421144456,0.01996749109464454,0.11426958318602215,0.1737309182743662,0.13333333333333333,0.0,0.0,0.08333333333333333,0.04646464646464646,0.2426729382171874,0.06197226710797976,0.24884271041236014,0.18550597088806664,0.2608429614805418,0.13064758900584833,0.03133085222336441,0.13675213675213677,0.0013201320132013201,0.3649506602815265,0.14007782101167315,0.42857142857142855,0.010480057670465988,0.0006704191854447235,0.37499999999999994,0.14540816326530617,0.91156462585034,0.588235294117647,0.5570772421082805,0.5695067264573986,0.07425349593110181,0.934265734265734,0.11153877870087116,0.0,0.14628423320213874,0.0,0.1770073101928917,0.06629834254143646,0.0
Cerqueira César,0.875,0.875,0.375,0.125,0.875,0.125,1.0,0.5,0.875,0.0,0.0,0.375,0.6461352657004831,0.36546646821850814,0.25,0.375,0.65625,0.25,0.25,0.75,0.6666666666666666,0.25,0.5075757575757579,0.42440318302387264,0.011635638297872342,0.11413043478260868,0.3263888888888889,0.1,0.018229166666666664,0.0,0.109375,0.13939393939393938,0.35294838102780907,0.020272760781422778,0.41259628316420105,0.2674600324919947,0.4108462114993398,0.03679184351356339,0.0,0.391025641025641,0.0046204620462046205,0.3632115259033521,0.026264591439688713,0.14285714285714285,0.0024367163850426785,0.0015529360891246068,0.40625,0.21428571428571425,0.8775510204081631,0.4411764705882352,0.40740740740740755,0.40358744394618873,0.0670410772530974,0.8797202797202797,0.2376963155037894,0.0,0.09970867931383422,0.12000392329949491,0.07283392909543063,0.3015282480841205,0.22967931339016817
Cerquilho,1.0,1.0,0.0,0.0416666666666667,0.5,0.0416666666666667,1.0,0.166666666666667,0.791666666666667,0.0,0.0,0.29166666666666696,0.6038647342995169,0.6384804482647066,0.0,0.0416666666666667,0.6875,0.4583333333333329,0.125,0.25,0.6388888888888888,0.166666666666667,0.5185185185185185,0.25641025641025644,0.0038785460992907797,0.06521739130434781,0.07407407407407407,0.0,0.05468749999999999,0.4166666666666667,0.16145833333333334,0.0,0.3368058762056662,0.09545091534586558,0.3677660268166444,0.1826556319457525,0.24157416990851455,0.39958171864427633,0.06853582554517133,0.391025641025641,0.015181518151815182,0.47451612610651556,0.02772373540856031,0.18424985634244156,0.006116970592206727,0.0039925842441003515,0.34374999999999994,0.07908163265306122,0.9727891156462585,0.7352941176470588,0.9259259259259258,0.6412556053811661,0.07265525507483957,0.9370629370629369,0.1568511938680322,0.0,0.12676923172715754,0.024165037230155444,0.07202831786626117,0.08130458028871879,0.014667761977020464
Charqueada,1.0,0.875,0.875,0.125,1.0,0.0,1.0,0.0,0.75,0.0,0.25,0.75,0.49033816425120774,0.6080193421327804,0.5,0.625,0.6875,0.875,0.5,0.375,0.5555555555555556,0.375,0.6717171717171719,0.40450928381962864,0.0,0.13043478260869562,0.06944444444444445,0.1,0.07237759719566453,0.0625,0.0625,0.0,0.3061232475547549,0.07348875783265757,0.10242694705954275,0.21001189018647573,0.31419527820407583,0.331795534231408,0.056074766355140186,0.28205128205128205,0.0046204620462046205,0.33712451023073564,0.14883268482490272,0.2857142857142857,0.006547378734662809,0.001322847579270413,0.34374999999999994,0.3061224489795919,0.857142857142857,0.4999999999999997,0.4444444444444445,0.43497757847533625,0.024219754919535916,0.8251748251748252,0.2822279100719838,0.0613345631974134,0.12084234555076534,0.0,0.0956785688375794,0.4861878453038675,0.20738035092510343
Colina,1.0,1.0,0.2,0.0666666666666667,0.933333333333333,0.133333333333333,0.933333333333333,0.133333333333333,0.666666666666667,0.0,0.133333333333333,0.4666666666666671,0.65024154589372,0.5792718655094093,0.33333333333333304,0.33333333333333304,0.55,0.733333333333333,0.666666666666667,0.666666666666667,0.6148148148148155,0.33333333333333304,0.6410774410774418,0.2042440318302387,0.018617021276595747,0.08695652173913042,0.23333333333333334,0.026666666666666672,0.01944444444444444,0.23333333333333334,0.10833333333333334,0.027878787878787878,0.2275947093905657,0.03378793463570463,0.21595957125973025,0.10168110755321151,0.17947940088273434,0.2982592114166205,0.01573658080215371,0.2341880341880342,0.009240924092409241,0.30929836017994483,0.201556420233463,0.34285714285714286,0.0029824642590993884,0.0014085256989987277,0.25,0.25510204081632654,0.8911564625850339,0.4999999999999997,0.37037037037037035,0.5291479820627804,0.04436656404799919,0.9272727272727272,0.30157624074041695,0.0,0.2368793206275985,0.13155206709316702,0.20435542558285605,0.264678799696674,0.3569291442937508
Colômbia,0.875,1.0,0.25,0.125,0.375,0.061919793340645346,0.625,0.0,0.875,0.013888888888888888,0.0,0.25,0.5821256038647343,0.48616572123269924,0.375,0.875,0.53125,0.625,0.5,0.125,0.3055555555555556,0.0,0.5075757575757579,0.17904509283819628,0.008511675823704982,0.032608695652173905,0.1388888888888889,0.1,0.20052083333333331,0.5,0.3125,0.0,0.17882297974778252,0.032943236269812014,0.12344112972245996,0.09385300904125068,0.15821406902459048,0.30035523159254474,0.0529595015576324,0.2532051282051282,0.0046204620462046205,0.19103722246408353,0.07733463035019454,0.125,0.00035824677697582276,0.0004099157498489338,0.28125,0.35969387755102034,0.945578231292517,0.5588235294117645,0.8148148148148149,0.31838565022421506,0.08449320198691287,0.7608391608391608,0.17700575747209363,0.0,0.1355257292519201,0.0,0.1274024843646401,0.12154696132596685,0.23810336587697056
Conchal,0.578947368421053,0.947368421052632,0.0526315789473684,0.105263157894737,0.631578947368421,0.263157894736842,0.631578947368421,0.12205129876256579,0.578947368421053,0.0,0.0526315789473684,0.263157894736842,0.5509788965166569,0.553427358847916,0.210526315789474,0.0526315789473684,0.25657894736842124,0.315789473684211,0.263157894736842,0.263157894736842,0.47368421052631554,0.526315789473684,0.44710260499734267,0.2394248220019545,0.024496080627099664,0.04805491990846681,0.16959064327485382,0.0,0.10745614035087718,0.3684210526315789,0.006578947368421052,0.0,0.21878879809130378,0.13230643878402235,0.2508091968520152,0.1699410633383232,0.2581387441980161,0.0529520886549276,0.01574028529267093,0.6194331983805669,0.011881188118811881,0.45355498018009743,0.09031333196805241,0.09774436090225565,0.010714690351911634,0.00220641327349311,0.28125,0.27040816326530615,0.7755102040816325,0.4999999999999997,0.5925925925925928,0.4989320109422037,0.03914830879892167,0.8521105635311764,0.18433864418197873,0.0,0.19065725074029385,0.0858867712611,0.13692876812438265,0.22209944751381216,0.23410937393322784
Conchas,0.666666666666667,0.916666666666667,0.583333333333333,0.0833333333333333,0.33333333333333304,0.0,0.666666666666667,0.0,0.583333333333333,0.0,0.0833333333333333,0.33333333333333304,0.5595813204508886,0.5085898466967996,0.166666666666667,0.25,0.5104166666666663,0.666666666666667,0.33333333333333304,0.33333333333333304,0.4259259259259266,0.0833333333333333,0.43097643097643173,0.3315649867374005,0.0,0.16304347826086954,0.17592592592592593,0.0,0.012152777777777776,0.4166666666666667,0.11458333333333333,0.0,0.21698338636777464,0.04730310848998648,0.2133818315197457,0.09848252966660388,0.19521574645776082,0.2921049394107154,0.041536863966770504,0.23504273504273498,0.007260726072607261,0.1353849223625018,0.13424124513618677,0.16666666666666669,0.0024909720216448076,0.0013711726204354417,0.21874999999999997,0.2091836734693877,0.836734693877551,0.588235294117647,0.5925925925925928,0.43497757847533625,0.029227062329531754,0.7104895104895104,0.34868170445506974,0.08201477574427422,0.18890722576924138,0.0,0.08004640785126697,0.034806629834254144,0.0
Cordeirópolis,1.0,1.0,1.0,0.0769230769230769,0.7692307692307689,0.0,0.7692307692307689,0.0,0.7692307692307689,0.0,0.0,0.307692307692308,0.5555555555555556,0.609390277421503,0.307692307692308,1.0,0.9807692307692311,0.4907680964073926,0.3582586752072802,0.4615384615384621,0.4529914529914534,0.0769230769230769,0.5353535353535355,0.3234033870638646,0.0,0.11426958318602215,0.20512820512820518,0.03076923076923077,0.14583333333333331,0.07692307692307693,0.2692307692307692,0.0,0.27654082921553375,0.16686041566247978,0.3593819067593368,0.2036989075155396,0.30563189264427715,0.04157735602651638,0.013419602204648932,0.18737672583826429,0.007920792079207921,0.39491728341314747,0.0847813609270599,0.04395604395604396,0.01192746340537099,0.0019341311133395669,0.3079068241469816,0.23214285714285712,0.7755102040816325,0.6176470588235292,0.40740740740740755,0.5336322869955157,0.04665146337759716,0.8923076923076924,0.26955277823249957,0.0,0.1412060135884283,0.04871396719222808,0.14044218093063274,0.13140909795012157,0.25884857924400195
Coronel Macedo,1.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5458937198067633,0.36860309385496187,0.0,0.5,0.375,0.5,0.5,0.5,0.4444444444444444,0.0,0.6060606060606063,0.22546419098143233,0.0,0.11426958318602215,0.2777777777777778,0.2,0.0,0.5,0.1875,0.025221342574445915,0.2612565797402695,0.0,0.18816481232424503,0.21885006592578635,0.364913094685749,0.02408193393615058,0.0,0.24358974358974358,0.0006600660066006601,0.29538528515454937,0.0933852140077821,0.21428571428571427,0.0010148995552633551,0.0002782521986280206,0.12499999999999997,0.4285714285714286,0.9387755102040816,0.4411764705882352,0.5555555555555555,0.4989320109422037,0.022743523012219564,0.8521105635311764,0.41996678623774597,0.0,0.11405420990303215,0.0,0.033775303921281384,0.36464088397790057,0.20738035092510343
Corumbataí,1.0,1.0,0.666666666666667,0.0,1.0,0.0,1.0,0.33333333333333304,1.0,0.03703703703703701,0.0,0.666666666666667,0.610305958132048,0.49475602544899716,0.666666666666667,0.33333333333333304,0.875,1.0,0.0,1.0,0.7777777777777778,0.666666666666667,0.6060606060606063,0.3315649867374005,0.0,0.11426958318602215,0.2037037037037037,0.0,0.19444444444444442,0.5,0.41666666666666663,0.0,0.3013754520188305,0.0,0.16799119696784448,0.16834620455829719,0.26028766194368114,0.1054003048477754,0.07061266874350988,0.52991452991453,0.0013201320132013201,0.23973298505296764,0.07782101167315177,0.14285714285714285,0.0008114409180053713,0.0002363812531110758,0.29403112066665427,0.23979591836734693,0.7959183673469387,0.32352941176470573,0.5555555555555555,0.4989320109422037,0.04436656404799919,0.8521105635311764,0.3066817350166961,0.0,0.21380006906329302,0.901399803536346,0.13307068685679058,0.16574585635359115,0.0
Cosmópolis,0.892857142857143,0.857142857142857,0.5714285714285711,0.0357142857142857,0.6785714285714289,0.14285714285714302,0.8214285714285708,0.178571428571429,0.857142857142857,0.03571428571428567,0.3571428571428571,0.5714285714285711,0.5320910973084928,0.7369175332744896,0.3571428571428571,0.464285714285714,0.6964285714285714,0.5714285714285711,0.3928571428571429,0.42857142857142894,0.6428571428571422,0.6428571428571429,0.5685425685425682,0.21030693444486542,0.016622340425531918,0.12111801242236023,0.15873015873015872,0.014285714285714285,0.05729166666666667,0.017857142857142856,0.34375,0.02489177489177489,0.39026096701638613,0.11584434732241586,0.3024819660105148,0.19666444111078213,0.3255418517026712,0.1054003048477754,0.01573658080215371,0.3434065934065934,0.01782178217821782,0.38780785496610476,0.07337409672040023,0.20918367346938774,0.006116970592206727,0.0059313139005891784,0.37499999999999994,0.3188775510204082,0.8639455782312924,0.4999999999999997,0.7037037037037038,0.5829596412556055,0.03567334500183133,0.9244755244755244,0.11342601868441585,0.0,0.09397559670443685,0.1147102943933996,0.12357337710248092,0.2716676116509978,0.108080486966712
Cotia,0.826923076923077,0.903846153846154,0.23076923076923106,0.0576923076923077,0.923076923076923,0.0,0.7307692307692311,0.0865384615384615,0.673076923076923,0.07905982905982911,0.17307692307692302,0.240384615384615,0.5492382014121158,0.48991554601180803,0.20192307692307696,0.115384615384615,0.5901442307692311,0.17307692307692302,0.0384615384615385,0.0769230769230769,0.4957264957264955,0.0769230769230769,0.5429292929292934,0.15098959396041625,0.0,0.12541806020066887,0.1875,0.05,0.08273237179487179,0.08173076923076923,0.1826923076923077,0.017424242424242422,0.3347880631028983,0.08849839802659558,0.23122772202733077,0.2433735755321152,0.39119213747813986,0.1460867744545545,0.03678408818595734,0.46079881656804733,0.06798679867986798,0.29618796255986063,0.008530380125710864,0.2005494505494505,0.006116970592206727,0.020712806458613515,0.29403112066665427,0.3035714285714286,0.8299319727891156,0.32352941176470573,0.37037037037037035,0.4989320109422037,0.04436656404799919,0.8521105635311764,0.053162849951216666,0.0,0.10333780435858843,0.06642185185472428,0.10793385474127737,0.5131589690553303,0.2830622606017937
Cravinhos,0.923076923076923,0.8461538461538459,0.538461538461538,0.0769230769230769,1.0,0.0,1.0,0.384615384615385,0.6923076923076921,0.0,0.307692307692308,0.538461538461538,0.486436269044966,0.6919977542443382,0.384615384615385,0.384615384615385,0.7211538461538463,0.384615384615385,0.307692307692308,0.4615384615384621,0.7264957264957267,0.538461538461538,0.6161616161616167,0.2499489900020405,0.0,0.04013377926421404,0.1623931623931624,0.06153846153846154,0.07852564102564101,0.0,0.2307692307692308,0.05361305361305361,0.34392300432153744,0.09044770194788625,0.2854119837858682,0.2036989075155396,0.3570612798458189,0.25440402004343693,0.030673376467768992,0.14201183431952658,0.007920792079207921,0.2889638659120592,0.17150553726429213,0.21978021978021975,0.007822386194812842,0.0028007548064860432,0.3079068241469816,0.1989795918367348,0.8707482993197277,0.264705882352941,0.40740740740740755,0.5246636771300444,0.04665146337759716,0.9706293706293705,0.041705169268637134,0.0,0.08984061624700755,0.03412069831000056,0.10024924345074979,0.1592601489310591,0.1816665231936495
Cristais Paulista,1.0,1.0,1.0,0.0,1.0,0.061919793340645346,1.0,0.33333333333333304,0.666666666666667,0.0,0.33333333333333304,0.666666666666667,0.5523349436392944,0.49993663974121527,0.0,1.0,1.0,0.666666666666667,0.666666666666667,1.0,0.7037037037037044,0.666666666666667,0.562289562289563,0.25482604421144456,0.008511675823704982,0.17391304347826084,0.14814814814814814,0.0,0.14583333333333331,0.3333333333333333,0.08333333333333333,0.025221342574445915,0.2426729382171874,0.06197226710797976,0.24884271041236014,0.18550597088806664,0.2608429614805418,0.13064758900584833,0.03133085222336441,0.5384615384615384,0.0013201320132013201,0.4484291104338991,0.21400778210116725,0.3333333333333333,0.010480057670465988,0.0006180603344996422,0.25,0.1811224489795918,0.8775510204081631,0.41176470588235276,0.3333333333333334,0.42600896860986587,0.03387173203016066,0.7006993006993004,0.2017220823161995,0.0,0.14628423320213874,0.0,0.22402986860346266,0.5414364640883979,0.0
Cruzália,0.5,1.0,0.0,0.05388305984007,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5652173913043478,0.49993663974121527,0.5,0.0,0.5,0.0,0.0,1.0,0.8888888888888888,0.5,0.27777777777777823,0.25482604421144456,0.0,0.06521739130434781,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.2426729382171874,0.06197226710797976,0.24884271041236014,0.18550597088806664,0.2608429614805418,0.13064758900584833,0.03133085222336441,0.15384615384615385,0.0006600660066006601,0.3579941227688288,0.0,0.07142857142857142,0.010480057670465988,7.091437593332274e-05,0.34374999999999994,0.2755102040816327,0.8503401360544216,0.264705882352941,0.2962962962962962,0.4989320109422037,0.09795082246967594,0.8521105635311764,0.17700575747209363,0.0,0.14628423320213874,0.0,0.071859319785481,0.06629834254143646,0.0
Cruzeiro,0.806451612903226,0.8387096774193549,0.4516129032258061,0.032258064516129,0.6129032258064521,0.0,0.67741935483871,0.0967741935483871,0.4516129032258061,0.0752688172043011,0.129032258064516,0.29032258064516103,0.5181549010441054,0.532761078213469,0.387096774193548,0.161290322580645,0.5806451612903225,0.516129032258065,0.4516129032258061,0.354838709677419,0.5197132616487444,0.129032258064516,0.5171065493646142,0.2545563446564558,0.0,0.07573632538569425,0.11290322580645161,0.025806451612903226,0.0564516129032258,0.0,0.125,0.013489736070381229,0.2620146954790704,0.0909004435037989,0.1569282466111087,0.1919689784237357,0.26349804107581387,0.2527308335664835,0.04260878303688071,0.3581472291149711,0.019801980198019802,0.1351605179266083,0.06664993096523159,0.11520737327188939,0.019809690375847944,0.006595521018972621,0.3079068241469816,0.3954081632653061,0.836734693877551,0.32352941176470573,0.4814814814814814,0.6681614349775782,0.04665146337759716,0.9454545454545452,0.22487853142609412,0.0,0.09362565504260058,0.3837505277761024,0.14150436587427623,0.2010887227819304,0.06611942969650457
Cubatão,0.945454545454545,0.890909090909091,0.34545454545454496,0.0727272727272727,0.836363636363636,0.0909090909090909,0.781818181818182,0.12727272727272698,0.8727272727272729,0.12323232323232333,0.12727272727272698,0.23636363636363605,0.5557312252964441,0.5715306484045153,0.30909090909090897,0.163636363636364,0.6590909090909087,0.472727272727273,0.4,0.418181818181818,0.4464646464646467,0.272727272727273,0.5010101010101013,0.3006993006993007,0.008462282398452613,0.13992094861660076,0.1181818181818182,0.02909090909090909,0.175,0.2,0.325,0.0,0.3388312426195139,0.0484085413160193,0.19391123609243183,0.21526888302881894,0.27671223098611664,0.37168883893371807,0.01573658080215371,0.41771561771561766,0.03564356435643564,0.20507677998970983,0.05199858507251503,0.40779220779220776,0.006116970592206727,0.010599157901870316,0.3079068241469816,0.4005102040816326,0.8639455782312924,0.352941176470588,0.5185185185185186,0.4989320109422037,0.04665146337759716,0.8521105635311764,0.11132367346666,0.3515733123892645,0.10722798932606904,0.0276974970004754,0.14630833377599675,0.2518301078108586,0.21894551133055123
Cunha,0.8342031562587171,0.0909090909090909,0.0,0.0,0.7827908756951009,0.0303030303030303,0.7586858769636021,0.0909090909090909,0.363636363636364,0.04335435301684356,0.0303030303030303,0.121212121212121,0.6378275508710339,0.49993663974121527,0.212121212121212,0.121212121212121,0.329545454545455,0.393939393939394,0.121212121212121,0.181818181818182,0.1313131313131311,0.0,0.19222528313437473,0.25482604421144456,0.0028207607994842044,0.04347826086956521,0.021885521885521883,0.04848484848484849,0.03535353535353536,0.0,0.007575757575757577,0.0295684113865932,0.2426729382171874,0.06197226710797976,0.24884271041236014,0.18550597088806664,0.2608429614805418,0.13064758900584833,0.03133085222336441,0.331002331002331,0.021122112211221122,0.06898160974129627,0.03501945525291829,0.00865800865800866,0.010480057670465988,0.0016321601132048378,0.21874999999999997,0.5051020408163265,0.8639455782312924,0.41176470588235276,0.5185185185185186,0.4989320109422037,0.007779287720730109,0.8521105635311764,0.22511373970306991,0.4451811680144981,0.14628423320213874,0.17173536705188794,0.08974646782530651,0.2518301078108586,0.015361507475933586
Descalvado,0.7391304347826091,1.0,0.39130434782608703,0.0434782608695652,0.7391304347826091,0.11626596370403613,0.91304347826087,0.130434782608696,0.7391304347826091,0.048309178743961345,0.130434782608696,0.260869565217391,0.5215290905271982,0.6851585484720233,0.260869565217391,0.34782608695652195,0.9076086956521737,0.7391304347826091,0.39130434782608703,0.695652173913043,0.6714975845410622,0.34782608695652195,0.6174791392182698,0.16318763695075533,0.01996749109464454,0.022684310018903583,0.15458937198067632,0.08695652173913043,0.04438405797101448,0.0,0.059782608695652176,0.03636363636363636,0.18759349987093848,0.10665235019791984,0.12969056491438843,0.10027578271515962,0.1663133867236053,0.2794435039354285,0.01573658080215371,0.3054626532887402,0.014521452145214522,0.28086729382370196,0.09795296904077144,0.14285714285714285,0.0029896451521790822,0.0026586840260325946,0.3124999999999999,0.2576530612244898,0.9047619047619047,0.4411764705882352,0.6296296296296297,0.5426008968609866,0.08893037055253873,0.9048951048951048,0.25044462855265065,0.0,0.19319770335861983,0.0717658445024489,0.11686893337696148,0.18321334895920552,0.0
Diadema,0.875,0.828125,0.078125,0.234375,0.96875,0.0,0.984375,0.078125,0.625,0.046875,0.375,0.265625,0.6218297101449275,0.49993663974121527,0.203125,0.265625,0.67578125,0.3125,0.265625,0.390625,0.7708333333333334,0.703125,0.5424558080808084,0.25482604421144456,0.0,0.11005434782608695,0.234375,0.00625,0.05468749999999999,0.0625,0.435546875,0.05227272727272727,0.2426729382171874,0.06197226710797976,0.24884271041236014,0.18550597088806664,0.2608429614805418,0.13064758900584833,0.03133085222336441,0.343349358974359,0.041584158415841586,0.39842899706138435,0.019151264591439687,0.4642857142857143,0.010480057670465988,0.034562327605054524,0.29403112066665427,0.33928571428571436,0.7823129251700679,0.4705882352941175,0.5925925925925928,0.5291479820627804,0.06459252089916397,0.9636363636363636,0.014215080475745686,0.1648826213194081,0.14628423320213874,0.06551158188802236,0.13731783365648215,0.4216941924936724,0.10863953816535941
Divinolândia,0.833333333333333,0.833333333333333,0.833333333333333,0.0,1.0,0.061919793340645346,0.833333333333333,0.166666666666667,0.33333333333333304,0.2222222222222222,0.166666666666667,0.33333333333333304,0.5700483091787439,0.3487931229093925,0.2319471741846578,0.5,0.5208333333333337,0.833333333333333,0.666666666666667,0.666666666666667,0.370370370370371,0.0,0.584175084175084,0.22546419098143233,0.008511675823704982,0.04347826086956521,0.0925925925925926,0.13333333333333333,0.048611111111111105,0.3333333333333333,0.20833333333333334,0.0,0.22754723143520642,0.0,0.19937237641113426,0.13299350160105478,0.24412600973149182,0.21584548194623857,0.03946002076843198,0.2948717948717949,0.0033003300330033004,0.39973334784501513,0.13035019455252914,0.21428571428571427,0.0037284792623786633,0.0007974841935163769,0.28125,0.1811224489795918,0.9047619047619047,0.4411764705882352,0.5555555555555555,0.42600896860986587,0.04488070069032912,0.5650349650349651,0.3436491257076521,0.0,0.1499914358471613,0.0,0.06278273511554357,0.3259668508287293,0.36099542568443926
