"NO_MUNICIPIO","IN_ALMOXARIFADO","IN_AREA_VERDE","IN_BANHEIRO_EI","IN_BANHEIRO_PNE","IN_BANHEIRO_FUNCIONARIOS","IN_BANHEIRO_CHUVEIRO","IN_BIBLIOTECA","IN_BIBLIOTECA_SALA_LEITURA","IN_DESPENSA","IN_LABORATORIO_INFORMATICA","IN_PATIO_COBERTO","IN_PATIO_DESCOBERTO","IN_PARQUE_INFANTIL","IN_QUADRA_ESPORTES","IN_QUADRA_ESPORTES_COBERTA","IN_QUADRA_ESPORTES_DESCOBERTA","IN_REFEITORIO","IN_SALA_ATELIE_ARTES","IN_SALA_MULTIUSO","IN_SALA_DIRETORIA","IN_SALA_LEITURA","IN_SALA_PROFESSOR","IN_SECRETARIA","IN_SALA_ATENDIMENTO_ESPECIAL","IN_ACESSIBILIDADE_CORRIMAO","IN_ACESSIBILIDADE_PISOS_TATEIS","IN_ACESSIBILIDADE_VAO_LIVRE","IN_ACESSIBILIDADE_RAMPAS","IN_ACESSIBILIDADE_INEXISTENTE","IN_EQUIP_PARABOLICA","IN_EQUIP_COPIADORA","IN_EQUIP_IMPRESSORA","IN_EQUIP_IMPRESSORA_MULT","IN_EQUIP_SCANNER","IN_EQUIP_DVD","QT_EQUIP_DVD","IN_EQUIP_SOM","QT_EQUIP_SOM","IN_EQUIP_TV","QT_EQUIP_TV","IN_EQUIP_LOUSA_DIGITAL","QT_EQUIP_LOUSA_DIGITAL","IN_EQUIP_MULTIMIDIA","QT_EQUIP_MULTIMIDIA","IN_DESKTOP_ALUNO","QT_DESKTOP_ALUNO","IN_COMP_PORTATIL_ALUNO","QT_COMP_PORTATIL_ALUNO","IN_TABLET_ALUNO","IN_INTERNET","IN_INTERNET_ALUNOS","IN_INTERNET_ADMINISTRATIVO","IN_INTERNET_APRENDIZAGEM","IN_ACESSO_INTERNET_COMPUTADOR","IN_PROF_ADMINISTRATIVOS","QT_PROF_ADMINISTRATIVOS","IN_PROF_SERVICOS_GERAIS","QT_PROF_SERVICOS_GERAIS","IN_PROF_BIBLIOTECARIO","QT_PROF_BIBLIOTECARIO","IN_PROF_COORDENADOR","QT_PROF_COORDENADOR","IN_PROF_NUTRICIONISTA","QT_PROF_NUTRICIONISTA","IN_PROF_ALIMENTACAO","QT_PROF_ALIMENTACAO","IN_PROF_PEDAGOGIA","QT_PROF_PEDAGOGIA","IN_PROF_SECRETARIO","QT_PROF_SECRETARIO","IN_PROF_SEGURANCA","QT_PROF_SEGURANCA","IN_PROF_MONITORES","QT_PROF_MONITORES","IN_MATERIAL_PED_MULTIMIDIA","IN_MATERIAL_PED_INFANTIL","IN_MATERIAL_PED_CIENTIFICO","IN_MATERIAL_PED_DIFUSAO","IN_MATERIAL_PED_MUSICAL","IN_MATERIAL_PED_JOGOS","IN_MATERIAL_PED_ARTISTICAS","IN_MATERIAL_PED_DESPORTIVA","IN_MATERIAL_PED_INDIGENA","IN_MATERIAL_PED_ETNICO","IN_MATERIAL_PED_CAMPO","IN_REDES_SOCIAIS","IN_ESPACO_ATIVIDADE","IN_ESPACO_EQUIPAMENTO","IN_ORGAO_ASS_PAIS","IN_ORGAO_ASS_PAIS_MESTRES","IN_ORGAO_CONSELHO_ESCOLAR","IN_ORGAO_GREMIO_ESTUDANTIL","IN_ORGAO_OUTROS","TP_AEE","TP_ATIVIDADE_COMPLEMENTAR","IN_NOTURNO","IN_EJA","QT_MAT_BAS","QT_MAT_EJA","QT_MAT_BAS_FEM","QT_MAT_BAS_MASC","QT_MAT_BAS_ND","QT_MAT_BAS_BRANCA","QT_MAT_BAS_PRETA","QT_MAT_BAS_PARDA","QT_MAT_BAS_AMARELA","QT_MAT_BAS_INDIGENA","QT_MAT_BAS_0_3","QT_MAT_BAS_4_5","QT_MAT_BAS_6_10","QT_MAT_BAS_11_14","QT_MAT_BAS_15_17","QT_MAT_BAS_18_MAIS","QT_DOC_BAS","QT_TUR_BAS","ANO_LETIVO","Alunos_Turma"
"Presidente Epitácio",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,3,1,1,1,0,2,0,0,0,0,0,0,2,2,26,2,322,2
"Presidente Epitácio",1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,1,1,1,1,10,1,3,0,1,1,1,1,1,1,2,1,4,0,0,1,1,0,0,1,2,1,4,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,302,0,138,164,78,112,7,105,0,0,0,115,180,7,0,0,12,13,322,23.23077
"Presidente Epitácio",0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,2,1,1,0,0,1,1,1,12,0,0,0,1,1,1,0,1,1,1,1,4,0,0,1,1,1,1,1,1,1,3,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,81,0,30,51,63,13,0,5,0,0,0,16,64,1,0,0,24,5,317,16.2
"Presidente Epitácio",1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,20,1,1,0,1,1,1,1,1,1,2,1,4,0,0,1,1,0,0,1,2,1,1,0,0,1,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,294,0,140,154,51,107,8,127,1,0,0,0,267,27,0,0,29,12,322,24.5
"Presidente Epitácio",1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,2,1,5,1,2,1,1,0,0,1,11,1,2,0,1,1,1,1,1,1,2,1,5,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,414,0,191,223,32,229,7,145,1,0,0,278,136,0,0,0,2,17,319,24.35294
"Presidente Epitácio",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,28,0,18,10,26,0,0,2,0,0,0,25,3,0,0,0,5,1,317,28
"Presidente Epitácio",1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,5,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,73,0,39,34,1,36,3,33,0,0,70,3,0,0,0,0,5,4,317,18.25
"Presidente Epitácio",1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,112,0,45,67,11,56,3,42,0,0,109,3,0,0,0,0,23,6,317,18.66667
"Presidente Epitácio",0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,5,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,88888,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,70,0,31,39,2,41,1,26,0,0,64,6,0,0,0,0,5,4,317,17.5
"Presidente Epitácio",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,1,0,0,1,3,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,26,0,14,12,23,3,0,0,0,0,24,2,0,0,0,0,6,2,317,13
"Presidente Epitácio",0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,4,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,88888,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,136,0,63,73,6,79,2,48,1,0,133,3,0,0,0,0,9,7,317,19.42857
"Presidente Epitácio",1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,8,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,5,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,136,0,69,67,0,97,2,37,0,0,131,5,0,0,0,0,10,8,317,17
"Presidente Epitácio",1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,8,1,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,4,0,0,0,0,0,0,1,2,1,2,0,0,1,2,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,146,0,78,68,2,85,1,58,0,0,137,9,0,0,0,0,3,8,317,18.25
"Presidente Prudente",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,2,1,8,1,2,0,0,0,0,1,1,1,2,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,1,2,1,4,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,153,0,82,71,8,114,3,24,4,0,142,11,0,0,0,0,36,12,310,12.75
"Presidente Prudente",1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,8,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,3,0,0,0,0,0,0,1,2,1,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,186,0,90,96,114,58,2,11,0,1,112,69,5,0,0,0,6,15,310,12.4
"Presidente Prudente",1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,8,1,1,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,1,1,2,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,159,0,72,87,37,79,3,40,0,0,92,66,1,0,0,0,17,12,310,13.25
"Presidente Prudente",1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,4,1,8,1,3,0,0,1,1,1,16,0,0,0,1,1,1,1,1,1,1,1,10,1,2,1,1,0,0,1,5,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,369,0,173,196,13,264,8,81,3,0,123,221,25,0,0,0,25,24,310,15.375
"Presidente Prudente",1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,5,0,0,1,1,0,0,1,3,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,239,0,127,112,80,88,9,61,1,0,41,179,19,0,0,0,7,11,310,21.72727
"Presidente Prudente",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,6,0,0,0,1,0,1,1,0,1,1,1,5,1,1,0,0,0,0,1,3,1,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,287,0,129,158,0,210,6,71,0,0,0,0,272,15,0,0,43,12,310,23.91667
"Presidente Prudente",1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,3,1,1,1,4,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,6,1,2,0,0,1,1,1,4,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,285,0,154,131,15,215,3,49,3,0,1,178,106,0,0,0,11,12,310,23.75
"Presidente Prudente",1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,3,1,5,1,4,1,1,1,2,1,15,1,2,0,1,1,1,1,1,1,1,1,6,0,0,0,0,0,0,1,3,1,4,0,0,0,0,1,4,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,328,0,143,185,10,256,5,54,3,0,0,60,260,8,0,0,208,13,310,25.23077
"Presidente Prudente",1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,2,1,4,1,3,0,0,0,0,1,9,0,0,0,1,1,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,182,0,86,96,1,136,4,40,1,0,48,41,89,4,0,0,13,12,310,15.16667
"Presidente Prudente",1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,4,1,1,0,0,0,0,1,3,1,3,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,281,0,146,135,25,211,12,32,1,0,114,152,15,0,0,0,11,15,310,18.73333
"Presidente Prudente",1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,6,1,3,0,0,1,1,1,17,0,0,0,1,1,1,1,1,1,1,1,5,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,225,0,110,115,39,163,1,22,0,0,0,205,20,0,0,0,6,12,310,18.75
"Presidente Prudente",1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,8,1,1,1,8,0,0,1,2,1,10,0,0,0,1,1,1,0,1,0,0,1,6,1,1,0,0,0,0,1,3,1,5,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,292,0,154,138,33,174,1,80,4,0,71,73,138,10,0,0,16,18,310,16.22222
"Presidente Prudente",1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,2,1,2,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,1,7,1,5,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,428,0,203,225,15,260,11,141,1,0,93,214,121,0,0,0,43,20,310,21.4
"Presidente Prudente",1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,2,1,9,0,0,0,1,0,1,1,0,1,3,1,10,0,0,0,0,0,0,1,5,1,5,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,474,0,246,228,26,338,2,108,0,0,235,214,25,0,0,0,19,20,310,23.7
"Presidente Prudente",1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,2,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,175,0,75,100,143,24,1,6,0,1,161,14,0,0,0,0,42,13,310,13.46154
"Presidente Prudente",1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1,0,0,0,0,1,5,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,299,0,144,155,67,133,3,96,0,0,123,161,15,0,0,0,18,19,317,15.73684
"Presidente Prudente",1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,9,1,3,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,5,0,0,0,0,0,0,1,3,1,3,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,154,0,74,80,79,51,1,18,4,1,146,8,0,0,0,0,13,14,310,11
"Presidente Prudente",1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,4,1,1,1,5,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,4,0,0,0,0,0,0,1,4,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,155,0,86,69,11,91,4,49,0,0,140,15,0,0,0,0,15,11,310,14.09091
"Presidente Prudente",1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,4,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,2,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78,0,41,37,2,47,0,29,0,0,41,35,2,0,0,0,6,5,310,15.6
"Presidente Prudente",1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,5,1,1,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,196,0,86,110,31,137,2,25,1,0,184,12,0,0,0,0,6,12,310,16.33333
"Presidente Prudente",1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,3,1,2,1,3,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,2,1,6,0,0,0,0,0,0,1,5,1,3,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,335,0,157,178,234,64,2,35,0,0,147,170,18,0,0,0,6,19,310,17.63158
"Presidente Prudente",1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,3,1,3,1,3,1,1,1,1,1,11,0,0,0,1,1,1,1,1,1,1,1,4,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,96,0,40,56,3,70,1,22,0,0,23,19,54,0,0,0,8,6,310,16
"Presidente Prudente",1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,5,1,4,1,4,0,0,1,1,1,3,1,3,0,1,0,1,1,0,1,2,1,6,0,0,0,0,0,0,1,5,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,330,0,147,183,11,284,2,33,0,0,125,191,14,0,0,0,75,21,310,15.71429
"Presidente Prudente",1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,2,1,4,1,2,0,0,0,0,1,17,0,0,0,1,0,1,0,0,1,1,1,9,1,1,1,3,0,0,1,5,1,6,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,677,0,313,364,61,478,12,124,2,0,0,211,453,13,0,0,18,26,310,26.03846
"Presidente Prudente",1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,10,0,0,0,1,0,1,0,0,1,2,1,5,1,1,0,0,0,0,1,4,1,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,297,0,146,151,78,126,10,82,0,1,0,0,278,19,0,0,11,12,310,24.75
"Presidente Prudente",1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,5,1,2,0,0,0,0,1,13,0,0,0,1,1,1,0,1,0,0,1,7,1,2,1,1,0,0,1,3,1,5,1,2,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,441,0,197,244,100,247,4,89,0,1,1,111,299,30,0,0,24,18,310,24.5
"Presidente Prudente",1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,2,1,4,1,3,0,0,1,2,1,15,1,2,0,1,1,1,1,1,0,0,1,6,1,1,0,0,0,0,1,3,1,3,1,1,0,0,1,3,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,223,0,103,120,55,97,14,50,6,1,0,0,205,18,0,0,20,9,310,24.77778
"Presidente Prudente",1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,2,1,3,1,2,0,0,1,1,1,8,1,1,0,1,1,1,1,1,1,1,1,5,1,1,1,1,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,299,0,147,152,23,189,7,76,4,0,0,48,234,17,0,0,15,12,310,24.91667
"Presidente Prudente",1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,6,1,5,1,5,0,0,1,2,1,13,1,1,0,1,1,1,1,1,1,2,1,5,1,2,1,1,1,1,1,4,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,332,0,153,179,82,169,2,73,4,2,0,78,243,11,0,0,8,14,310,23.71429
"Presidente Prudente",1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,4,1,4,1,5,0,0,1,1,1,23,1,1,0,1,0,1,0,0,1,2,1,9,1,1,0,0,0,0,1,4,1,5,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,524,37,251,273,66,355,17,84,2,0,0,92,371,24,0,37,4,21,310,24.95238
"Presidente Prudente",1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,3,1,3,1,4,0,0,1,1,1,10,1,1,0,1,1,1,1,1,1,2,1,6,1,2,0,0,0,0,1,4,1,2,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,504,0,234,270,0,373,7,118,6,0,0,0,471,33,0,0,3,18,310,28
"Presidente Prudente",1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,3,1,1,1,2,1,1,1,2,1,5,0,0,0,1,0,1,1,0,1,1,1,9,0,0,0,0,0,0,1,3,1,4,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,339,0,156,183,36,226,6,70,0,1,0,70,260,9,0,0,7,14,310,24.21429
"Presidente Prudente",1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,2,1,7,1,4,1,1,0,0,1,10,0,0,0,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,1,4,1,2,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,430,0,218,212,69,287,8,62,3,1,0,94,306,30,0,0,18,18,310,23.88889
"Presidente Prudente",1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,2,1,4,1,6,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,5,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,335,0,156,179,29,240,10,56,0,0,0,0,317,18,0,0,7,12,310,27.91667
"Presidente Prudente",1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,3,1,6,1,4,0,0,1,1,1,15,0,0,0,1,1,1,1,0,0,0,1,2,0,0,1,2,0,0,1,5,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,531,0,246,285,24,313,16,176,1,1,0,0,494,37,0,0,13,20,310,26.55
