"NO_MUNICIPIO","IN_ALMOXARIFADO","IN_AREA_VERDE","IN_BANHEIRO_EI","IN_BANHEIRO_PNE","IN_BANHEIRO_FUNCIONARIOS","IN_BANHEIRO_CHUVEIRO","IN_BIBLIOTECA","IN_BIBLIOTECA_SALA_LEITURA","IN_DESPENSA","IN_LABORATORIO_INFORMATICA","IN_PATIO_COBERTO","IN_PATIO_DESCOBERTO","IN_PARQUE_INFANTIL","IN_QUADRA_ESPORTES","IN_QUADRA_ESPORTES_COBERTA","IN_QUADRA_ESPORTES_DESCOBERTA","IN_REFEITORIO","IN_SALA_ATELIE_ARTES","IN_SALA_MULTIUSO","IN_SALA_DIRETORIA","IN_SALA_LEITURA","IN_SALA_PROFESSOR","IN_SECRETARIA","IN_SALA_ATENDIMENTO_ESPECIAL","IN_ACESSIBILIDADE_CORRIMAO","IN_ACESSIBILIDADE_PISOS_TATEIS","IN_ACESSIBILIDADE_VAO_LIVRE","IN_ACESSIBILIDADE_RAMPAS","IN_ACESSIBILIDADE_INEXISTENTE","IN_EQUIP_PARABOLICA","IN_EQUIP_COPIADORA","IN_EQUIP_IMPRESSORA","IN_EQUIP_IMPRESSORA_MULT","IN_EQUIP_SCANNER","IN_EQUIP_DVD","QT_EQUIP_DVD","IN_EQUIP_SOM","QT_EQUIP_SOM","IN_EQUIP_TV","QT_EQUIP_TV","IN_EQUIP_LOUSA_DIGITAL","QT_EQUIP_LOUSA_DIGITAL","IN_EQUIP_MULTIMIDIA","QT_EQUIP_MULTIMIDIA","IN_DESKTOP_ALUNO","QT_DESKTOP_ALUNO","IN_COMP_PORTATIL_ALUNO","QT_COMP_PORTATIL_ALUNO","IN_TABLET_ALUNO","IN_INTERNET","IN_INTERNET_ALUNOS","IN_INTERNET_ADMINISTRATIVO","IN_INTERNET_APRENDIZAGEM","IN_ACESSO_INTERNET_COMPUTADOR","IN_PROF_ADMINISTRATIVOS","QT_PROF_ADMINISTRATIVOS","IN_PROF_SERVICOS_GERAIS","QT_PROF_SERVICOS_GERAIS","IN_PROF_BIBLIOTECARIO","QT_PROF_BIBLIOTECARIO","IN_PROF_COORDENADOR","QT_PROF_COORDENADOR","IN_PROF_NUTRICIONISTA","QT_PROF_NUTRICIONISTA","IN_PROF_ALIMENTACAO","QT_PROF_ALIMENTACAO","IN_PROF_PEDAGOGIA","QT_PROF_PEDAGOGIA","IN_PROF_SECRETARIO","QT_PROF_SECRETARIO","IN_PROF_SEGURANCA","QT_PROF_SEGURANCA","IN_PROF_MONITORES","QT_PROF_MONITORES","IN_MATERIAL_PED_MULTIMIDIA","IN_MATERIAL_PED_INFANTIL","IN_MATERIAL_PED_CIENTIFICO","IN_MATERIAL_PED_DIFUSAO","IN_MATERIAL_PED_MUSICAL","IN_MATERIAL_PED_JOGOS","IN_MATERIAL_PED_ARTISTICAS","IN_MATERIAL_PED_DESPORTIVA","IN_MATERIAL_PED_INDIGENA","IN_MATERIAL_PED_ETNICO","IN_MATERIAL_PED_CAMPO","IN_REDES_SOCIAIS","IN_ESPACO_ATIVIDADE","IN_ESPACO_EQUIPAMENTO","IN_ORGAO_ASS_PAIS","IN_ORGAO_ASS_PAIS_MESTRES","IN_ORGAO_CONSELHO_ESCOLAR","IN_ORGAO_GREMIO_ESTUDANTIL","IN_ORGAO_OUTROS","TP_AEE","TP_ATIVIDADE_COMPLEMENTAR","IN_NOTURNO","IN_EJA","QT_MAT_BAS","QT_MAT_EJA","QT_MAT_BAS_FEM","QT_MAT_BAS_MASC","QT_MAT_BAS_ND","QT_MAT_BAS_BRANCA","QT_MAT_BAS_PRETA","QT_MAT_BAS_PARDA","QT_MAT_BAS_AMARELA","QT_MAT_BAS_INDIGENA","QT_MAT_BAS_0_3","QT_MAT_BAS_4_5","QT_MAT_BAS_6_10","QT_MAT_BAS_11_14","QT_MAT_BAS_15_17","QT_MAT_BAS_18_MAIS","QT_DOC_BAS","QT_TUR_BAS","ANO_LETIVO","Alunos_Turma"
"Franca",1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2,1,8,1,3,1,1,0,0,1,27,0,0,0,1,1,1,1,1,0,0,1,2,0,0,1,3,0,0,1,2,1,4,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,498,0,257,241,64,370,7,57,0,0,0,88,397,13,0,0,20,20,317,24.9
"Franca",1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,2,1,4,1,9,1,14,1,14,1,39,0,0,0,1,1,1,1,1,1,1,1,2,0,0,1,2,0,0,1,3,1,3,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,659,0,326,333,48,405,34,169,2,1,0,100,518,41,0,0,12,28,317,23.5357142857143
"Francisco Morato",1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,223,0,101,122,27,126,9,61,0,0,216,7,0,0,0,0,5,15,312,14.8666666666667
"Francisco Morato",1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,5,1,2,1,5,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,83,84,11,84,6,66,0,0,9,158,0,0,0,0,13,10,322,16.7
"Francisco Morato",1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,4,1,1,1,3,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,2,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,255,0,122,133,29,109,10,107,0,0,70,185,0,0,0,0,12,12,322,21.25
"Francisco Morato",1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,2,1,3,1,2,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,3,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,139,0,59,80,53,57,1,28,0,0,48,91,0,0,0,0,14,8,316,17.375
"Francisco Morato",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,457,0,214,243,71,193,24,168,0,1,11,442,4,0,0,0,27,20,322,22.85
"Francisco Morato",1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,3,1,2,1,2,0,0,1,1,0,0,1,3,0,0,0,0,0,0,1,2,1,2,0,0,1,1,0,0,1,4,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,492,0,233,259,110,225,21,136,0,0,196,295,1,0,0,0,36,25,352,19.68
"Francisco Morato",1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,4,1,9,1,2,1,1,1,1,1,6,0,0,0,1,0,1,0,0,1,1,1,4,0,0,1,3,0,0,1,4,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,392,0,198,194,85,171,6,128,2,0,0,3,375,14,0,0,2,14,317,28
"Francisco Morato",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,143,0,69,74,4,77,6,56,0,0,3,139,1,0,0,0,2,6,322,23.8333333333333
"Francisco Morato",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,2,0,0,0,0,0,0,1,2,1,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,89,0,42,47,41,23,2,23,0,0,3,85,1,0,0,0,10,4,319,22.25
"Francisco Morato",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,1,0,0,1,4,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,135,0,67,68,58,36,6,35,0,0,57,78,0,0,0,0,16,8,319,16.875
"Francisco Morato",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,4,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,1,3,0,0,1,3,0,0,1,2,1,1,1,1,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,1,0,0,0,0,0,0,0,223,0,123,100,34,93,11,84,1,0,80,143,0,0,0,0,23,12,352,18.5833333333333
"Francisco Morato",1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,8,1,2,1,8,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,3,0,0,0,0,0,0,1,4,1,3,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,389,0,187,202,181,121,16,71,0,0,376,13,0,0,0,0,28,18,322,21.6111111111111
"Francisco Morato",0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,187,0,89,98,140,31,7,9,0,0,163,24,0,0,0,0,28,10,352,18.7
"Francisco Morato",1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,4,1,9,1,4,0,0,1,1,1,11,0,0,0,1,0,1,1,0,1,3,1,8,0,0,1,3,0,0,1,5,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,633,0,299,334,84,266,39,242,0,2,253,366,14,0,0,0,19,31,319,20.4193548387097
"Francisco Morato",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,462,0,198,264,9,275,40,138,0,0,219,243,0,0,0,0,23,26,363,17.7692307692308
"Francisco Morato",1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,4,1,3,1,3,0,0,0,0,1,8,0,0,0,1,0,1,1,0,0,0,1,4,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,198,0,105,93,96,55,3,44,0,0,66,131,1,0,0,0,18,9,316,22
"Francisco Morato",1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,5,1,6,1,2,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,3,0,0,1,1,0,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,354,0,163,191,95,143,12,104,0,0,11,342,1,0,0,0,14,17,363,20.8235294117647
"Francisco Morato",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,4,1,3,1,4,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,348,0,180,168,22,162,22,141,1,0,253,95,0,0,0,0,6,18,322,19.3333333333333
"Francisco Morato",0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,5,1,1,1,5,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,2,0,0,1,1,0,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,225,0,103,122,11,104,16,93,1,0,224,1,0,0,0,0,27,10,322,22.5
"Francisco Morato",1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,1,1,0,0,0,0,1,1,134,134,85,49,74,27,5,27,0,1,0,0,0,0,5,129,38,5,322,26.8
"Francisco Morato",1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,9,1,1,1,9,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,2,1,3,0,0,1,2,0,0,1,4,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,300,0,154,146,9,160,14,117,0,0,293,7,0,0,0,0,22,18,322,16.6666666666667
"Francisco Morato",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,311,0,143,168,23,159,19,108,2,0,6,305,0,0,0,0,41,14,363,22.2142857142857
"Francisco Morato",1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,4,1,7,1,7,1,1,1,1,0,0,1,2,0,1,0,1,0,0,1,2,1,5,0,0,1,2,0,0,1,5,1,3,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,626,0,291,335,52,280,42,252,0,0,0,6,604,16,0,0,25,22,330,28.4545454545455
"Francisco Morato",1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,10,1,12,1,7,0,0,1,1,1,17,1,1,0,1,0,1,0,0,1,1,1,2,0,0,0,0,0,0,1,4,1,1,1,1,0,0,1,7,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,695,0,318,377,111,283,37,264,0,0,0,10,655,30,0,0,34,22,322,31.5909090909091
"Francisco Morato",1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,4,1,1,1,9,0,0,1,1,1,12,0,0,0,1,0,1,0,0,1,2,1,7,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,467,0,213,254,104,192,18,153,0,0,0,11,442,14,0,0,19,16,322,29.1875
"Francisco Morato",1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,2,1,3,1,5,1,1,1,2,0,0,1,2,0,1,0,1,0,0,1,2,1,4,0,0,1,1,0,0,1,5,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,917,303,465,452,193,437,39,245,3,0,0,8,591,15,51,252,19,32,322,28.65625
"Francisco Morato",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,3,1,5,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,5,0,0,0,0,0,0,1,5,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,597,0,291,306,162,174,33,227,1,0,8,387,195,7,0,0,13,24,322,24.875
"Francisco Morato",1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,3,1,2,1,3,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,4,0,0,0,0,0,0,1,4,1,2,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,969,0,486,483,149,380,55,381,4,0,0,178,758,33,0,0,31,34,316,28.5
"Francisco Morato",0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,10,1,2,1,6,1,1,1,1,1,9,1,1,0,1,1,1,1,0,1,2,1,5,0,0,0,0,0,0,1,5,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1513,174,766,747,199,620,80,610,2,2,0,20,1273,47,16,157,25,50,322,30.26
"Francisco Morato",0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,2,1,4,1,2,1,1,1,1,1,17,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,3,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,9,9,9,9,9,0,0,0,0,384,0,183,201,74,193,15,102,0,0,0,5,367,12,0,0,25,14,322,27.4285714285714
"Francisco Morato",1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,5,1,5,1,4,0,0,1,1,1,12,0,0,0,1,0,1,0,0,1,1,1,5,0,0,1,1,0,0,1,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,270,0,139,131,40,166,5,58,1,0,0,3,265,2,0,0,39,10,316,27
"Francisco Morato",1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,4,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,1,4,1,5,1,1,1,2,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,513,0,249,264,43,252,21,196,1,0,0,5,496,12,0,0,47,18,363,28.5
"Francisco Morato",1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,7,1,5,1,1,1,1,1,17,1,2,0,1,0,1,0,0,1,3,1,6,0,0,0,0,0,0,1,4,1,2,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,927,0,441,486,115,423,59,326,4,0,0,11,891,25,0,0,30,30,322,30.9
"Francisco Morato",1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,3,1,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3,1,8,0,0,1,2,1,1,1,5,1,3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,932,0,440,492,183,496,34,217,1,1,0,88,819,25,0,0,32,33,363,28.2424242424242
"Francisco Morato",1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,4,1,3,0,0,1,1,1,2,0,0,0,1,0,1,1,0,1,2,1,6,0,0,0,0,0,0,1,3,1,4,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1150,191,545,605,250,431,48,417,1,3,0,9,908,43,20,170,24,38,333,30.2631578947368
"Francisco Morato",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,8,1,3,0,0,1,1,1,21,0,0,0,1,0,1,1,0,1,1,1,7,0,0,0,0,0,0,1,4,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,665,0,328,337,81,306,35,232,11,0,0,15,639,10,0,1,7,24,363,27.7083333333333
"Francisco Morato",1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,5,1,4,1,7,1,1,1,2,1,9,1,1,0,1,0,1,0,0,1,1,1,3,0,0,0,0,0,0,1,5,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,745,0,351,394,131,281,31,299,2,1,0,16,709,18,0,2,29,26,317,28.6538461538462
"Francisco Morato",1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,3,1,5,1,4,0,0,1,1,1,6,0,0,0,1,0,1,0,0,1,1,1,3,0,0,1,2,0,0,1,4,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,935,0,434,501,77,393,54,410,0,1,10,312,600,13,0,0,26,39,316,23.974358974359
"Francisco Morato",1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,4,1,2,1,3,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,4,0,0,0,0,0,0,1,4,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,394,0,186,208,25,208,18,143,0,0,0,3,383,8,0,0,21,15,363,26.2666666666667
"Francisco Morato",1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,2,1,5,1,4,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,4,0,0,1,3,0,0,1,5,1,2,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,939,0,443,496,97,458,41,343,0,0,0,17,888,34,0,0,10,33,316,28.4545454545455
"Francisco Morato",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,1,1,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,300,0,147,153,17,159,7,116,1,0,184,116,0,0,0,0,47,17,363,17.6470588235294
"Francisco Morato",1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,2,0,0,1,1,0,0,1,4,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,404,0,190,214,36,166,21,179,2,0,55,346,3,0,0,0,9,22,322,18.3636363636364
"Francisco Morato",1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61,0,30,31,1,34,3,22,1,0,61,0,0,0,0,0,21,4,322,15.25
"Francisco Morato",1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,187,0,93,94,146,25,3,13,0,0,62,125,0,0,0,0,6,12,352,15.5833333333333
"Francisco Morato",1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,1,0,0,1,1,0,0,1,3,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,283,0,149,134,26,160,9,87,1,0,111,172,0,0,0,0,5,17,363,16.6470588235294
"Francisco Morato",1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,2,1,2,0,0,1,1,1,42,0,0,0,1,0,1,0,0,1,10,1,40,0,0,1,2,0,0,1,4,1,1,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,869,0,382,487,100,376,52,338,2,1,0,13,827,29,0,0,7,30,349,28.9666666666667
