"NO_MUNICIPIO","IN_SALA_DIRETORIA_1","IN_INTERNET_1","IN_REDES_SOCIAIS_1","IN_NOTURNO_1","IN_EJA_1","IN_SECRETARIA_1","IN_EQUIP_LOUSA_DIGITAL_1","IN_SALA_PROFESSOR_1","IN_AREA_VERDE_1","IN_REFEITORIO_1","IN_ORGAO_ASS_PAIS_1","IN_ORGAO_ASS_PAIS_MESTRES_1","IN_ORGAO_CONSELHO_ESCOLAR_1","IN_ORGAO_GREMIO_ESTUDANTIL_1","IN_BIBLIOTECA_1","IN_QUADRA_ESPORTES_1","ANO_LETIVO_1","Alunos_Turma_1","COMUNIDADE_1","ACESSIBILIDADE_1","Material_Ped_1","Equipamento_Inform_1","Lab_Inform_1","Atividades_complementares_1","Espacos_1","IN_BANHEIRO_CHUVEIRO_1","Equip_1","QT_SALAS_UTILIZADAS_1","QT_EQUIP_DVD_1","QT_EQUIP_SOM_1","QT_EQUIP_TV_1","QT_EQUIP_LOUSA_DIGITAL_1","QT_EQUIP_MULTIMIDIA_1","QT_DESKTOP_ALUNO_1","QT_COMP_PORTATIL_ALUNO_1","QT_PROF_ADMINISTRATIVOS_1","QT_PROF_SERVICOS_GERAIS_1","QT_PROF_BIBLIOTECARIO_1","QT_PROF_COORDENADOR_1","QT_PROF_NUTRICIONISTA_1","QT_PROF_ALIMENTACAO_1","QT_PROF_PEDAGOGIA_1","QT_PROF_SECRETARIO_1","QT_PROF_SEGURANCA_1","QT_PROF_MONITORES_1","QT_MAT_BAS_1","QT_MAT_EJA_1","QT_MAT_BAS_0_3_1","QT_MAT_BAS_4_5_1","QT_MAT_BAS_6_10_1","QT_MAT_BAS_11_14_1","QT_MAT_BAS_15_17_1","QT_MAT_BAS_18_MAIS_1","QT_DOC_BAS_1","QT_TUR_BAS_1","nEscolas","Homicidios","Furto"
"Palmital",0.818181818181818,1,0,0.0909090909090909,0.0909090909090909,1,0,0.818181818181818,0,0.909090909090909,0,1,0.727272727272727,0,0.0909090909090909,0.454545454545455,315.636363636364,21.3906035141329,0.0909090909090909,0.181818181818182,5.09090909090909,0.727272727272727,0.727272727272727,0.727272727272727,4.18181818181818,0.272727272727273,6.81818181818182,83,24,33,28,0,4,121,0,13,33,7,0,0,11,6,3,10,2,2009,30,530,393,1041,15,0,30,220,93,11,4,202
"Panorama",1,1,1,0.125,0.125,0,0,1,0.875,0.875,0,1,0.5,0,0,0.5,318.875,19.3099164724165,0.5,1,5,0.625,0.625,0.875,3.375,0.5,4.125,65,23,31,26,0,0,81,0,0,40,0,0,8,14,0,0,1,0,1803,19,339,404,980,61,0,19,138,90,8,0,224
"Paraguaçu Paulista",0.916666666666667,0.541666666666667,0.208333333333333,0.0416666666666667,0.0416666666666667,0.791666666666667,0,0.75,0,0.875,0.0416666666666667,0.458333333333333,0.416666666666667,0.25,0.0416666666666667,0.416666666666667,312,17.9549851829457,0.0833333333333333,0,3.79166666666667,0.666666666666667,0.75,0.375,3.20833333333333,0.0833333333333333,5.16666666666667,232,52,95,66,0,8,195,2,9,59,3,15,0,16,1,5,0,2,6018,82,1092,1028,2369,1394,60,75,380,321,24,0,414
"Paraibuna",0.5,0.3125,0,0.0625,0.0625,0.375,0,0.4375,0.0625,0.25,6.75,6.8125,6.9375,6.75,0.0625,0,317.5625,15.178125,0,0.0625,2.5625,0.1875,0,0.1875,2.125,0,3.4375,110,15,26,23,0,1,20,0,7,45,2,3,13,37,13,10,4,0,1839,10,223,420,1095,89,1,11,184,111,16,0,162
"Paraíso",1,1,1,0,0,1,0,1,0,0.666666666666667,0,0.666666666666667,1,0,0.333333333333333,0.666666666666667,321,20.0335847159377,0,0.666666666666667,4.33333333333333,0.666666666666667,0.666666666666667,1,2.66666666666667,0.333333333333333,7,38,5,8,6,0,3,27,0,8,13,2,0,0,4,2,2,0,0,908,0,113,133,368,275,19,0,68,45,3,0,17
"Paranapanema",0.461538461538462,0.153846153846154,0.153846153846154,0.0769230769230769,0.0769230769230769,0.769230769230769,0,0.384615384615385,0,0.692307692307692,0.692307692307692,1.15384615384615,1.07692307692308,0.692307692307692,0.0769230769230769,0.307692307692308,319.615384615385,14.5130063173542,0.0769230769230769,0.0769230769230769,3.53846153846154,0.0769230769230769,0.153846153846154,0.230769230769231,2.23076923076923,0.0769230769230769,4.61538461538461,139,27,33,32,0,2,0,1,10,52,5,10,0,4,9,3,5,0,2899,12,272,477,1118,950,66,16,291,159,13,0,82
"Paranapuã",0,0.5,0,0,0,1,0,0.5,0.5,1,0,0.5,0.5,0,0,0,322,21.15,0.5,1,5.5,0,0.5,0.5,2.5,0.5,6.5,14,9,9,10,0,1,0,0,0,11,0,1,2,3,0,2,0,0,460,0,120,103,223,13,1,0,8,22,2,2,20
"Parapuã",0.666666666666667,1,0.666666666666667,0.166666666666667,0.166666666666667,1,0.166666666666667,0.666666666666667,0,0.833333333333333,1.5,2.16666666666667,2.16666666666667,2,0,0.666666666666667,320.5,20.1222222222222,0,1,4.33333333333333,0.666666666666667,0.333333333333333,0.666666666666667,3.83333333333333,0.333333333333333,6.33333333333333,38,13,31,23,1,5,33,2,2,17,1,1,0,5,6,4,0,2,870,10,105,248,487,20,0,10,152,45,6,0,86
"Pardinho",1,1,0.2,0,0,0.8,0,1,0,1,5.4,5.8,5.8,5.4,0,0.4,319.2,19.1330303030303,0,0.4,4.6,0.6,0.4,0.2,2.6,0.2,5.6,52,16,14,41,0,2,27,1,14,12,0,8,4,12,4,4,0,0,1269,0,110,163,524,438,31,3,79,58,5,1,61
"Pariquera-Açu",1,0.555555555555556,0.111111111111111,0.111111111111111,0.111111111111111,0.444444444444444,0,0.777777777777778,0,0.222222222222222,5,5.44444444444444,5.33333333333333,5,0.111111111111111,0.666666666666667,320.444444444444,20.3197290363957,0.111111111111111,0.111111111111111,2.44444444444444,0.111111111111111,0.222222222222222,0,2.33333333333333,0,5.22222222222222,63,13,15,24,0,1,1,0,0,14,0,3,0,8,1,2,0,0,1831,29,99,462,1189,52,0,29,194,88,9,0,197
"Parisi",1,1,0,0,0,1,0,0.5,0,1,0,1,1,0.5,0,0,317,16.4833333333333,1,0,4.5,0.5,0.5,0.5,3.5,0.5,7.5,16,3,4,6,0,1,16,0,2,4,0,1,2,3,0,2,0,1,314,0,82,60,169,3,0,0,30,19,2,0,32
"Patrocínio Paulista",0.833333333333333,1,0.5,0,0,0.833333333333333,0.5,0.833333333333333,0.166666666666667,0.833333333333333,0.166666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0.5,322,16.9422799422799,0,0.833333333333333,6.83333333333333,0.5,0.666666666666667,0.833333333333333,3.16666666666667,0.5,4.83333333333333,66,9,13,13,40,25,79,0,6,21,0,3,2,6,0,4,0,17,1691,0,257,399,974,61,0,0,67,85,6,2,207
"Paulicéia",1,1,1,0.25,0.25,0.75,0,1,0,0.75,0,1,1,0,0.25,0.25,317,15.7773390402701,0.5,1,7.75,0.75,0.25,0.5,2.25,0.25,6,41,14,30,18,0,3,25,3,1,27,2,5,4,0,4,12,0,63,1056,29,217,240,562,8,1,28,88,59,4,0,35
"Paulínia",0.896551724137931,0.96551724137931,0.0862068965517241,0.103448275862069,0.0689655172413793,0.810344827586207,0.103448275862069,0.689655172413793,0.172413793103448,0.568965517241379,0.172413793103448,1.12068965517241,1.05172413793103,0.172413793103448,0.344827586206897,0.362068965517241,316.034482758621,17.2326334189168,0.0517241379310345,0.0344827586206897,4.10344827586207,0.275862068965517,0.137931034482759,0.241379310344828,3.05172413793103,0.155172413793103,4.63793103448276,469,105,113,112,59,14,174,12,122,181,39,10,4,97,4,26,0,69,15061,639,2050,2625,5900,2516,1190,780,1018,757,58,3,947
"Paulistânia",1,0.333333333333333,0,0,0,1,0,1,0,0.333333333333333,0,1,0.666666666666667,0,0,0,338,12.1944444444444,1,0.333333333333333,3,0.333333333333333,0.333333333333333,1,4.66666666666667,0.666666666666667,3,22,1,2,5,0,0,10,0,1,5,0,1,1,0,0,1,0,0,232,0,64,49,119,0,0,0,68,18,3,0,10
"Paulo de Faria",1,1,0.333333333333333,0.166666666666667,0.166666666666667,0.666666666666667,0,0.833333333333333,0,0.666666666666667,0,0.666666666666667,0.333333333333333,0,0.166666666666667,0.166666666666667,310.166666666667,17.5426887926888,0,0.333333333333333,4.33333333333333,0.5,0,0.333333333333333,2.83333333333333,0.166666666666667,6,53,10,18,12,0,3,17,2,62,13,3,6,3,6,5,5,2,0,1085,25,108,154,440,333,19,31,204,49,6,0,42
"Pederneiras",0.583333333333333,0.916666666666667,0,0.0416666666666667,0.0833333333333333,0.583333333333333,0.333333333333333,0.416666666666667,0.0416666666666667,0.625,0.0416666666666667,1,0.958333333333333,0,0,0.208333333333333,313.291666666667,16.781112288106,0.0833333333333333,0.791666666666667,5.45833333333333,0.416666666666667,0.333333333333333,0.208333333333333,2.54166666666667,0.333333333333333,5.83333333333333,239,59,69,73,12,13,178,22,15,113,1,6,0,56,2,5,3,16,4438,52,793,1139,2336,117,1,52,324,250,24,0,468
"Pedra Bela",0.333333333333333,0.222222222222222,0,0,0,0.333333333333333,0.222222222222222,0.222222222222222,0,0.111111111111111,6,6.33333333333333,6.33333333333333,6,0.222222222222222,0.777777777777778,328.444444444444,15.2095238095238,0,0,3.11111111111111,0.333333333333333,0.222222222222222,0.222222222222222,1.77777777777778,0,4.88888888888889,46,9,19,14,4,5,23,0,4,14,1,3,0,14,1,1,0,14,879,0,67,132,330,327,23,0,147,46,9,0,28
"Pedranópolis",1,1,0,0,0,0.5,0,0.5,0,1,4.5,4.5,4.5,4.5,0,0.5,319,12,0,0,2,0.5,0.5,0.5,3.5,0,6,17,3,4,4,0,0,22,2,0,0,0,0,0,0,0,0,0,0,218,0,17,53,148,0,0,0,42,14,2,0,18
"Pedregulho",0.714285714285714,0.642857142857143,0.642857142857143,0.0714285714285714,0.0714285714285714,0.5,0,0.357142857142857,0,0.642857142857143,3.85714285714286,4.42857142857143,4.42857142857143,4,0,0.214285714285714,324.428571428571,16.2476055690341,0.0714285714285714,0.142857142857143,4.42857142857143,0.0714285714285714,0.0714285714285714,0.642857142857143,2.64285714285714,0.142857142857143,5.14285714285714,83,18,28,26,0,2,0,1,16,37,0,3,0,12,4,0,0,27,1770,3,236,395,1016,120,0,3,204,97,14,1,219
"Pedreira",0.653846153846154,0.961538461538462,0.807692307692308,0.0769230769230769,0.0384615384615385,0.653846153846154,0.269230769230769,0.5,0,0.923076923076923,0.0384615384615385,0.807692307692308,0.307692307692308,0,0.0769230769230769,0.230769230769231,318.923076923077,19.0261493314378,0.115384615384615,0,5.5,0.307692307692308,0.461538461538462,0.423076923076923,3.07692307692308,0.192307692307692,4.96153846153846,218,74,47,88,7,8,131,4,11,110,0,4,45,57,48,7,0,2,4258,26,890,968,2210,23,14,153,442,208,26,3,223
"Pedrinhas Paulista",0.666666666666667,1,1,0.333333333333333,0.333333333333333,1,0,1,0.333333333333333,0.333333333333333,0,1,1,0,0,0.333333333333333,317,17.3080808080808,0.666666666666667,0.333333333333333,6.33333333333333,0.333333333333333,0.333333333333333,0,3.33333333333333,0.333333333333333,4.66666666666667,20,7,9,8,0,0,0,8,3,8,0,0,0,0,3,1,0,0,318,14,73,48,183,0,0,14,38,18,3,0,25
"Pedro de Toledo",0.636363636363636,0.727272727272727,0.545454545454545,0,0,0.636363636363636,0,0.636363636363636,0.181818181818182,0.727272727272727,0.181818181818182,0.818181818181818,0.909090909090909,0,0.0909090909090909,0.363636363636364,320.181818181818,19.5347125097125,0.545454545454545,0.363636363636364,4.90909090909091,0.272727272727273,0.454545454545455,0.363636363636364,1.90909090909091,0.363636363636364,4.63636363636364,66,17,18,19,0,5,24,0,0,24,0,2,7,19,9,9,0,0,1089,0,130,213,722,24,0,0,175,54,11,0,96
"Penápolis",0.441176470588235,0.470588235294118,0.147058823529412,0.0294117647058824,0.0294117647058824,0.764705882352941,0.0294117647058824,0.382352941176471,0.0882352941176471,0.617647058823529,0,1,0.294117647058824,0,0.0294117647058824,0.294117647058824,318,20.8275803444921,0.0588235294117647,0.0882352941176471,5.32352941176471,0.382352941176471,0.352941176470588,0.264705882352941,3,0.205882352941176,5.11764705882353,236,57,155,67,1,15,171,5,10,60,0,30,0,54,19,3,0,3,5178,47,1333,1186,2441,171,0,47,642,245,34,1,566
"Pereira Barreto",0.866666666666667,0.266666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.466666666666667,0.0666666666666667,0.733333333333333,0.533333333333333,0.8,0.0666666666666667,0.8,1,0.2,0,0.2,315.733333333333,17.61943001443,0.0666666666666667,0.933333333333333,5.73333333333333,0.266666666666667,0.133333333333333,0.533333333333333,4.2,0.533333333333333,5.73333333333333,120,21,31,32,1,16,68,1,7,48,4,15,13,29,22,3,0,0,2645,7,526,599,1439,74,0,7,217,138,15,1,182
"Pereiras",1,0.714285714285714,0,0,0,0.857142857142857,0,0.571428571428571,0,1,0,0.571428571428571,0.428571428571429,0,0,0.142857142857143,321,16.3615852401567,0.142857142857143,0.142857142857143,2.85714285714286,0.428571428571429,0.428571428571429,0.428571428571429,2.71428571428571,0.571428571428571,5,56,10,11,11,0,2,40,1,2,5,0,1,0,3,1,2,0,2,907,0,173,194,497,43,0,0,159,51,7,0,28
"Peruíbe",0.945945945945946,0,0,0.0810810810810811,0.0810810810810811,0.810810810810811,0,0.918918918918919,0.0810810810810811,0.567567567567568,2.67567567567568,3.35135135135135,3.35135135135135,2.67567567567568,0.324324324324324,0.378378378378378,320.108108108108,19.0630011463448,0.027027027027027,0,4.45945945945946,0.162162162162162,0.0810810810810811,0.405405405405405,1.86486486486486,0.0540540540540541,4.64864864864865,286,58,83,82,0,15,23,0,118,69,0,0,0,79,0,31,0,0,8103,133,915,1729,4646,655,26,132,585,386,37,14,1523
"Piacatu",1,1,0.333333333333333,0,0,1,0,1,1,1,0,1,1,0,0,0.333333333333333,321.333333333333,18.7451298701299,0.333333333333333,0.666666666666667,6,0.333333333333333,0.333333333333333,1,3.33333333333333,0.666666666666667,6,33,2,19,16,0,4,50,0,2,14,1,2,3,8,3,2,0,1,658,0,160,121,351,26,0,0,18,34,3,0,34
"Piedade",0.878787878787879,0.939393939393939,0.0909090909090909,0.0303030303030303,0.0303030303030303,0.636363636363636,0.0606060606060606,0.818181818181818,0.242424242424242,0.939393939393939,0,1,1,0.0606060606060606,0.121212121212121,0.454545454545455,315.181818181818,18.4449018330597,0.303030303030303,0.545454545454545,4.93939393939394,0.424242424242424,0.121212121212121,0.181818181818182,3.18181818181818,0.151515151515152,5.3030303030303,202,104,119,114,2,21,36,10,16,55,1,10,0,44,16,3,2,61,5510,19,939,1270,3169,53,8,71,664,286,33,5,471
"Pilar do Sul",0.928571428571429,0.928571428571429,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.857142857142857,0,0.857142857142857,0,0.785714285714286,0,0.857142857142857,1,0,0.642857142857143,0.5,321.357142857143,21.1362404790976,0.0714285714285714,0.857142857142857,6.07142857142857,0.642857142857143,0.357142857142857,0.428571428571429,2.92857142857143,0.142857142857143,6.28571428571429,139,42,64,52,0,7,92,7,12,34,1,21,0,29,10,0,0,0,3473,18,533,775,1930,147,9,79,301,155,14,3,146
"Pindamonhangaba",0.932203389830508,1,0.186440677966102,0.0169491525423729,0.0169491525423729,0.271186440677966,0.627118644067797,0.88135593220339,0.610169491525424,0.186440677966102,0,0.76271186440678,0.983050847457627,0.644067796610169,0.0169491525423729,0.23728813559322,318.067796610169,18.5343483646076,0.271186440677966,0.576271186440678,7.45762711864407,0.932203389830508,0,0.457627118644068,3.8135593220339,0.745762711864407,4.98305084745763,442,56,143,63,230,45,78,305,19,217,0,9,0,130,1,0,0,0,13918,55,1656,3431,8605,169,11,46,944,723,59,15,1386
"Pindorama",1,1,0.1,0,0,0.7,0.4,0.9,0.2,0.7,0.9,1.3,1.3,0.9,0,0.5,317,21.1021001221001,0.1,0.3,3.1,0.4,0.5,0.4,3.2,0.6,5.1,80,18,16,27,4,1,37,2,2,65,0,21,6,9,5,5,0,0,1953,0,273,317,745,568,50,0,136,87,10,1,85
"Pinhalzinho",0.428571428571429,0.785714285714286,0.714285714285714,0,0,0.785714285714286,0,0.357142857142857,0.0714285714285714,0.928571428571429,1.35714285714286,2.07142857142857,1.71428571428571,1.64285714285714,0,0.285714285714286,328.142857142857,19.2459098441241,0.357142857142857,0.214285714285714,5.92857142857143,0.428571428571429,0.142857142857143,0.5,1.64285714285714,0.142857142857143,4.71428571428571,70,18,31,19,0,3,59,7,6,42,0,8,10,20,11,8,0,0,2245,0,249,455,812,667,62,0,348,106,14,1,94
"Piquerobi",1,1,1,0,0,1,0,1,0.5,0.5,0,1,1,0,0,0,311.5,17.65,0.5,1,5,0,0.5,1,4,0.5,7.5,15,2,7,6,0,2,0,0,2,13,0,1,2,2,1,0,0,0,319,0,65,72,171,11,0,0,27,18,2,0,18
"Piquete",1,0.8,0.4,0,0,1,0,0.8,0,0.6,2,2.4,2.4,1.8,0.4,0.6,321.2,18.5354978354978,0.4,0.2,4.4,1,0.8,0.4,2.8,0.8,6,45,5,6,8,0,2,78,2,5,17,2,1,0,2,0,4,7,0,908,0,107,246,529,25,0,1,133,48,5,1,87
"Piracaia",0.882352941176471,0.705882352941177,0.411764705882353,0.0588235294117647,0.0588235294117647,0.764705882352941,0,0.941176470588235,0.0588235294117647,0.705882352941177,0.0588235294117647,0.882352941176471,0.882352941176471,0,0.294117647058824,0.294117647058824,324,17.5062407578661,0.470588235294118,0.176470588235294,5.05882352941176,0.352941176470588,0.235294117647059,0.0588235294117647,2.41176470588235,0.117647058823529,5.52941176470588,127,24,27,29,0,6,101,1,18,52,0,0,16,31,16,8,0,0,3202,57,638,645,1585,261,15,58,168,173,17,2,162
"Piracicaba",0.919354838709677,0.911290322580645,0.0241935483870968,0.0161290322580645,0.00806451612903226,0.830645161290323,0.25,0.911290322580645,0.225806451612903,0.870967741935484,0.290322580645161,0.32258064516129,1.23387096774194,0.298387096774194,0.0645161290322581,0.338709677419355,320.056451612903,18.9397863421915,0.314516129032258,0.443548387096774,5.2741935483871,0.467741935483871,0.25,0.629032258064516,3.44354838709677,0.338709677419355,5.44354838709677,1456,208,697,218,31,133,640,50,140,590,8,10,1,394,197,42,39,26,36899,277,10130,8354,16875,837,281,422,2336,1948,124,27,3417
"Piraju",0.8,1,0.2,0.05,0.05,0.65,0.15,0.85,0.85,0.75,0,1,1,0,0,0.3,319,16.5633450046685,0.15,0.8,5.05,0.35,0.3,0.6,2.85,0.2,6.85,142,77,54,99,4,19,70,14,9,31,1,0,20,14,60,0,0,32,2952,13,690,600,1556,93,0,13,272,171,20,1,220
"Pirajuí",0.8,0.7,0,0.1,0.1,0.5,0,0.7,0,0.5,0.9,0.9,0.9,0.9,0.1,0.5,299.4,15.9585555555556,0,0.1,5.9,0.3,0.1,0.9,2.4,0,5.2,82,8,33,17,0,2,4,0,6,30,1,1,0,1,1,0,15,0,1773,175,262,380,954,2,6,169,152,91,10,2,162
"Pirangi",1,1,0,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,1,3,3.66666666666667,3,3.33333333333333,0.666666666666667,0.666666666666667,318,18.6811728395062,0,0,5,0.666666666666667,0,0.333333333333333,2.66666666666667,0,6.66666666666667,29,3,4,3,3,2,16,0,0,0,0,0,0,0,0,0,0,0,931,16,119,236,542,18,1,15,55,48,3,2,90
"Pirapora do Bom Jesus",1,0.705882352941177,0.235294117647059,0.0588235294117647,0.0588235294117647,0.470588235294118,0.0588235294117647,0.588235294117647,0,0.941176470588235,0.529411764705882,1.47058823529412,1.23529411764706,0.529411764705882,0.0588235294117647,0.352941176470588,314.058823529412,21.493435534093,0,0.0588235294117647,3.94117647058824,0.352941176470588,0.117647058823529,0.352941176470588,3.17647058823529,0,5.52941176470588,135,55,15,63,1,8,29,5,5,77,3,4,3,43,14,7,32,15,4020,44,637,661,1366,1152,148,56,318,167,17,2,142
"Pirapozinho",0.857142857142857,1,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.714285714285714,0,0.642857142857143,0.0714285714285714,0.928571428571429,0,0.357142857142857,1,0.0714285714285714,0.142857142857143,0.428571428571429,309.285714285714,19.3648600019718,0.285714285714286,0.785714285714286,4.42857142857143,0.214285714285714,0.357142857142857,0.571428571428571,2.07142857142857,0.142857142857143,4.71428571428571,113,17,36,21,0,7,32,0,9,52,2,6,15,28,4,4,1,14,2610,23,599,520,1395,72,3,21,321,128,14,2,135
"Pirassununga",0.702702702702703,1,0.135135135135135,0.0810810810810811,0.0810810810810811,0.783783783783784,0,0.621621621621622,0.135135135135135,0.648648648648649,0.72972972972973,1.59459459459459,0.72972972972973,0.72972972972973,0.135135135135135,0.351351351351351,317.027027027027,18.485711828475,0.135135135135135,0.0810810810810811,5.64864864864865,0.540540540540541,0.459459459459459,0.243243243243243,3,0.135135135135135,4.45945945945946,313,58,92,70,0,10,228,2,49,60,2,6,0,56,28,2,1,19,5671,115,1064,1277,3080,115,12,123,517,286,37,5,606
"Piratininga",1,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0.666666666666667,0,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0,0.666666666666667,320.666666666667,19.2145061728395,0.333333333333333,0.666666666666667,5.33333333333333,0.666666666666667,0.666666666666667,0.666666666666667,2,0,5.66666666666667,36,3,5,3,0,1,28,0,7,6,1,1,2,5,2,1,0,0,997,18,52,250,651,26,0,18,53,46,3,0,127
"Pitangueiras",0.866666666666667,0.733333333333333,0.4,0.0666666666666667,0.0666666666666667,1,0.133333333333333,0.8,0.266666666666667,0.733333333333333,0.133333333333333,0.933333333333333,0.6,0,0,0.466666666666667,316.6,22.1933526658527,0.0666666666666667,0.133333333333333,4.6,0.333333333333333,0.266666666666667,0.666666666666667,3.8,0.333333333333333,6.4,266,35,42,41,10,10,48,4,12,34,2,6,2,15,6,5,0,3,4273,66,783,830,2097,460,37,66,250,192,15,1,358
"Planalto",1,0.333333333333333,0,0.333333333333333,0.333333333333333,1,0,0.666666666666667,0,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0.333333333333333,334.333333333333,17.4166666666667,0,0.666666666666667,3.66666666666667,0.666666666666667,0.333333333333333,1,3.66666666666667,0,7.33333333333333,21,4,4,6,0,3,40,0,0,3,0,1,0,0,0,1,0,0,568,10,71,144,324,19,0,10,45,30,3,0,38
"Platina",0.5,1,0,0.5,0.5,1,0,0.5,0,0.5,0,1,0.5,0,0,0.5,312,16.6538461538461,0,1,3.5,1,0,0.5,3,0,5.5,14,5,6,7,0,1,31,0,2,6,1,0,1,1,2,1,0,0,363,13,57,57,225,11,0,13,15,21,2,0,9
"Poá",0.415094339622642,0.867924528301887,0.283018867924528,0.0188679245283019,0.0188679245283019,0.830188679245283,0,0.415094339622642,0.113207547169811,0.830188679245283,1.09433962264151,1.69811320754717,1.60377358490566,1.07547169811321,0.0754716981132075,0.283018867924528,333,19.8470076335497,0.226415094339623,0.358490566037736,4.60377358490566,0.207547169811321,0.188679245283019,0.245283018867925,2.39622641509434,0.245283018867925,4.84905660377358,427,101,169,106,0,21,47,7,31,135,1,47,1,101,24,18,2,20,14861,60,1188,2976,8188,2395,55,59,1083,646,53,2,1110
"Poloni",1,0.5,0,0,0,1,0,1,0,1,4.5,5,5,4.5,0,0,333,16.3589743589744,0,0,4,0,0,0.5,3,0.5,3.5,20,2,1,3,0,0,0,0,2,14,0,2,0,3,0,0,0,0,304,0,110,118,76,0,0,0,17,19,2,1,31
"Pompéia",1,1,0.857142857142857,0,0,0.857142857142857,0,0.857142857142857,0,0.714285714285714,0,0.857142857142857,1,0,0,0.571428571428571,298,17.2304609349461,0.714285714285714,0.857142857142857,5.42857142857143,0.714285714285714,0.714285714285714,0.571428571428571,4,0.428571428571429,5.14285714285714,87,11,33,11,0,4,83,4,5,35,3,10,2,14,7,14,3,0,1849,0,382,432,994,41,0,0,81,104,7,2,83
"Pongaí",1,0.5,0.5,0,0,1,0,1,0,1,4.5,5,5,4.5,0,0,317,13.5544871794872,0.5,0,3,0.5,0.5,0.5,2.5,0.5,6.5,14,2,3,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,336,0,74,68,193,1,0,0,39,25,2,0,20
"Pontal",0.823529411764706,0.941176470588235,0.235294117647059,0.0588235294117647,0.0588235294117647,0.941176470588235,0.0588235294117647,0.941176470588235,0.470588235294118,0.941176470588235,0.117647058823529,0.941176470588235,0.941176470588235,0,0,0.529411764705882,318.647058823529,19.2925010840052,0.176470588235294,0.647058823529412,6.94117647058824,0.470588235294118,0.117647058823529,0.823529411764706,3.17647058823529,0.411764705882353,6.05882352941176,181,48,57,75,1,11,81,9,8,38,1,3,13,30,14,3,2,1,5028,79,815,974,2365,773,22,79,228,244,17,2,224
"Pontalinda",1,1,0,0,0,1,0.5,1,0,0.5,0,1,1,0.5,0,0.5,319.5,18.5659340659341,0,0.5,6,0.5,0.5,0.5,3,1,6.5,19,1,7,4,2,0,16,0,0,9,0,1,2,5,1,2,0,1,504,0,88,120,281,15,0,0,37,27,2,0,35
"Pontes Gestal",1,1,0.5,0,0,1,0,0.5,0,1,0,0.5,1,0,0,0.5,341,17.9097222222222,0,0,5,1,0,1,2.5,0.5,6,21,7,8,7,0,0,51,0,4,5,1,1,1,2,1,0,0,0,307,0,52,72,179,4,0,0,22,17,2,0,26
"Populina",1,1,0.5,0,0,1,0,1,0,1,0,1,1,0.5,0.5,0.5,324.5,17.1358974358974,0.5,0.5,5.5,0.5,0.5,1,3,0,6.5,24,10,3,10,0,3,16,0,0,19,1,1,0,0,2,2,0,9,485,0,103,88,285,9,0,0,53,28,2,1,11
"Porangaba",1,1,0.666666666666667,0,0,0.666666666666667,0.333333333333333,0.666666666666667,0,0.666666666666667,3,3.66666666666667,3.33333333333333,3,0,0.333333333333333,332,17.3751851851852,0.333333333333333,0.333333333333333,5.33333333333333,0.666666666666667,0.666666666666667,0.666666666666667,2.33333333333333,0,6,38,8,22,8,1,1,22,30,9,10,1,2,1,3,3,1,3,8,874,0,128,193,526,27,0,0,19,46,3,1,55
"Porto Feliz",0.785714285714286,0.75,0.535714285714286,0.0357142857142857,0.0357142857142857,0.535714285714286,0,0.642857142857143,0.0714285714285714,0.571428571428571,1.75,2.25,1.96428571428571,1.85714285714286,0.25,0.392857142857143,315.178571428571,20.3017772386733,0.285714285714286,0.285714285714286,4.96428571428571,0.392857142857143,0.321428571428571,0.321428571428571,2.75,0.285714285714286,5.21428571428571,249,78,103,103,0,34,216,11,27,72,9,30,1,60,10,10,0,4,7755,117,1282,1256,2964,2051,112,90,386,356,28,3,297
"Porto Ferreira",1,0.785714285714286,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.5,0.142857142857143,0.75,0.107142857142857,0.678571428571429,1.32142857142857,2.14285714285714,1.64285714285714,1.35714285714286,0.0714285714285714,0.392857142857143,318.107142857143,17.1908790106112,0.214285714285714,0.0714285714285714,5.42857142857143,0.392857142857143,0.392857142857143,0.285714285714286,3.17857142857143,0.178571428571429,5.75,212,68,54,77,4,11,118,3,19,52,7,8,6,18,12,7,2,6,6161,24,682,1006,2648,1240,456,129,413,309,28,4,535
"Potim",0.9,0.5,0.8,0.1,0.1,0.7,0.2,0.8,0.2,0.6,2.8,3.4,3.1,2.9,0.1,0.3,331.8,18.9396583481878,0.4,0.3,4.8,0.3,0.4,0.6,2.8,0.1,4.5,94,5,13,7,2,6,55,17,5,18,2,8,0,4,4,2,4,4,2692,130,242,425,1071,779,97,78,202,126,10,4,80
